,SchNet_true_ES1,SchNet_pred_ES1,PaiNN_true_ES1,PaiNN_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
FJSTYKPXXSLZDC-UHFFFAOYSA-N,3.019,3.0255601,3.019,2.9659097,3.019,2.9797385,3.019,2.956677,3.019,2.9378817,3.019,3.0082684
VNWBSGTUNIILFD-DEYQJDKRSA-N,2.745,3.1433444,2.745,3.0069642,2.745,3.2116928,2.745,3.1620343,2.745,3.2173855,2.745,3.3130174
RPTOHJMRBPALED-MIFLBKAFSA-N,2.89,2.9189484,2.89,2.8881705,2.89,2.9813557,2.89,2.8628974,2.89,3.0946252,2.89,3.1699924
HWRWUAGBDFSIDK-UHFFFAOYSA-N,2.93,2.9141152,2.93,2.1857781,2.93,3.0633936,2.93,2.9193797,2.93,2.84401,2.93,2.8489451
JAYOQQRCHXJBMF-UHFFFAOYSA-N,3.095,2.8965735,3.095,2.2233453,3.095,3.065672,3.095,2.9892526,3.095,2.8527095,3.095,3.0148385
ODHAWXCIDDDRQG-SNDNWDITSA-N,2.994,2.9302769,2.994,2.9355407,2.994,3.1191354,2.994,3.0434847,2.994,3.3116932,2.994,3.1016433
WWLFIXIDIQRGIB-YEAKOVHHSA-N,2.565,2.5596864,2.565,2.6819513,2.565,2.5864182,2.565,2.5186236,2.565,2.943006,2.565,2.8754544
NMDJOYHHBWTEQA-LNAZMCQBSA-N,2.946,2.9023337,2.946,2.8585212,2.946,2.9460094,2.946,2.9315946,2.946,2.9120574,2.946,3.0207374
XRSSZABTNDXSMV-YFEQDRJUSA-N,2.409,2.4214988,2.409,2.4916875,2.409,2.521213,2.409,2.3995326,2.409,2.7361636,2.409,3.1916666
VIOLZNRAXBSNPZ-NSNLRSGFSA-N,2.874,2.5668828,2.874,2.74029,2.874,2.7994328,2.874,2.8244836,2.874,3.0765002,2.874,3.0530717
MIGJHMVVTAZASM-UHFFFAOYSA-N,2.953,3.0620835,2.953,3.0325785,2.953,3.0806918,2.953,2.990073,2.953,2.94272,2.953,3.1304922
FUHYSIMNAUTJJY-UHFFFAOYSA-N,3.236,2.8940814,3.236,2.5106559,3.236,2.9211173,3.236,3.0021565,3.236,2.9902587,3.236,2.7473361
FENJOSPCRXKMLX-NXWRKTHKSA-N,2.96,3.1491416,2.96,2.7855918,2.96,3.1020195,2.96,2.954629,2.96,3.1308515,2.96,3.2723305
AFQIUDSUKBACGO-ANSXCHISSA-N,2.746,2.9679818,2.746,3.0119708,2.746,2.8628156,2.746,2.9657192,2.746,3.1390538,2.746,3.5515842
JNOXZDFKMIFWQJ-JACJQHGZSA-N,2.747,2.4730146,2.747,2.649626,2.747,2.9700162,2.747,2.595941,2.747,2.7207468,2.747,3.0873318
JQZHNSPCUPXAMM-KSEXSDGBSA-N,1.465,2.1656883,1.465,1.9710064,1.465,1.6804575,1.465,2.3917935,1.465,1.1510395,1.465,1.7248532
WHIKLXAQTURNQJ-WGDLNXRISA-N,2.711,3.0211978,2.711,2.6281652,2.711,3.1251636,2.711,3.3699439,2.711,3.1240957,2.711,2.9385138
GTKNTVAJZPBJJW-UHFFFAOYSA-N,3.062,2.8887565,3.062,2.665149,3.062,3.0501356,3.062,3.1180184,3.062,3.0747063,3.062,2.95071
VZJNDVOEFPWETA-UHFFFAOYSA-N,2.956,2.9048605,2.956,2.209041,2.956,3.1162224,2.956,2.8100781,2.956,2.8425543,2.956,2.7292378
AMHSLKHFSLKPNA-MSLMYZNPSA-N,3.006,3.0018349,3.006,2.9396224,3.006,3.1325734,3.006,3.0082846,3.006,3.165912,3.006,3.1193397
SKKAZANXLGJKDU-UHFFFAOYSA-N,2.967,3.080835,2.967,2.8764238,2.967,3.2037907,2.967,2.7738495,2.967,2.9736643,2.967,2.7864513
DRIQJJMPKWIDTO-JJHRWBALSA-N,2.316,2.4821424,2.316,2.4910388,2.316,2.4702222,2.316,2.6597674,2.316,2.7173023,2.316,2.465317
MTOMTYMMCWAMMI-NNLKUIAGSA-N,2.852,2.7691066,2.852,2.3847594,2.852,3.021201,2.852,2.7873178,2.852,3.1338394,2.852,2.511126
OEVONKVNLUKURC-KWQVAVEISA-N,2.508,2.7882504,2.508,2.6875854,2.508,2.7776773,2.508,2.7464306,2.508,2.5726068,2.508,2.6736202
RTWWHQKPJSYNRS-CZCGJFDISA-N,2.293,2.1680095,2.293,2.3118267,2.293,2.402627,2.293,2.2444541,2.293,2.3988364,2.293,2.3690941
OOTIOJKEIPPQTL-JRRMUPCTSA-N,2.391,2.4984133,2.391,2.3432732,2.391,2.3747873,2.391,2.291558,2.391,2.6496022,2.391,2.6899145
GCDFSHNPHXMODC-QWARFXEOSA-N,2.76,2.7856205,2.76,2.7447593,2.76,2.8456354,2.76,2.7330918,2.76,3.0899928,2.76,3.2247648
YFPJIIMCTCIXOT-UHFFFAOYSA-N,2.786,2.5618134,2.786,2.400218,2.786,2.7405128,2.786,2.631706,2.786,2.551742,2.786,2.3884237
BIDDNWOTSFRSSL-HAPYPFFUSA-N,2.989,2.9967263,2.989,2.7273285,2.989,2.9786582,2.989,2.8540804,2.989,2.9791763,2.989,2.9257798
VVIKMNPJHRIVHZ-UHFFFAOYSA-N,2.744,2.6574166,2.744,2.6457834,2.744,2.688839,2.744,2.6547642,2.744,2.808002,2.744,2.7256167
CPKUZRJHPKKNAZ-PEEYQIPOSA-N,2.567,2.5977252,2.567,2.564316,2.567,2.6931384,2.567,2.566993,2.567,2.7936747,2.567,2.911528
OWULNQLDQFXWJM-CVGILMMLSA-N,2.659,2.9684896,2.659,2.8245454,2.659,2.6235216,2.659,2.8891766,2.659,3.2780223,2.659,3.4180415
HZGVDWQMRSIIMZ-UHFFFAOYSA-N,2.883,2.8937628,2.883,2.742853,2.883,2.825895,2.883,2.8354263,2.883,3.1825993,2.883,2.9494085
YEUCVCNANRQFQT-UHFFFAOYSA-N,3.271,3.0563705,3.271,2.806698,3.271,3.2920003,3.271,3.3233202,3.271,3.1657553,3.271,3.1226568
LPQHTJVAGANYNW-UHFFFAOYSA-N,3.402,3.3427024,3.402,3.0223284,3.402,3.0031695,3.402,3.0548215,3.402,3.164391,3.402,2.9567332
FRNRZYCBWJBSIH-XFTNXAEASA-N,2.734,2.8071039,2.734,2.8561285,2.734,2.9090927,2.734,2.8712459,2.734,3.1531754,2.734,3.2169492
WPGKSDFGVQGAFT-UHFFFAOYSA-N,3.603,3.4167886,3.603,3.0711398,3.603,3.522888,3.603,3.0428553,3.603,3.7056422,3.603,3.2202685
UZRJMIYRTGNNHQ-VKOZLBNWSA-N,2.252,2.2954495,2.252,2.1865294,2.252,2.126611,2.252,2.2312024,2.252,2.450543,2.252,2.4983258
MKXMDJNIZXWQHL-HJQDDEQKSA-N,2.848,2.8585784,2.848,2.8780215,2.848,2.97284,2.848,2.9339285,2.848,2.9381406,2.848,2.9279075
KMSFMHMCCMBIQB-CMCIPMIZSA-N,2.657,2.4432359,2.657,2.679909,2.657,2.698129,2.657,2.5888965,2.657,2.6583254,2.657,2.9283822
GQPNNJUZPJTSPQ-KEPPOWTLSA-N,2.463,2.3384979,2.463,2.2787483,2.463,2.2532523,2.463,2.5618875,2.463,2.4821787,2.463,2.642161
IWSWHMHHXRJLMI-UHFFFAOYSA-N,2.456,2.4602354,2.456,2.458303,2.456,2.47602,2.456,2.5000203,2.456,2.5250876,2.456,2.5432343
QQRHGTOOBUXBGO-JJRNIFAISA-N,2.826,2.692487,2.826,2.9022903,2.826,2.8571665,2.826,2.7686448,2.826,2.855209,2.826,3.0240915
RNKRFXNKUIMIPO-UHFFFAOYSA-N,3.241,3.181379,3.241,2.7459445,3.241,3.3322375,3.241,3.15722,3.241,3.255671,3.241,3.173148
MUPYZCBPNDDPFH-ZMFRSBBQSA-N,2.413,2.5924447,2.413,2.2413878,2.413,2.6695201,2.413,2.5875752,2.413,2.6682713,2.413,2.247631
HRANJOOWVGJJTM-UHFFFAOYSA-N,3.089,3.0586715,3.089,2.8836863,3.089,2.8979282,3.089,2.7837613,3.089,2.9655318,3.089,2.7994807
ILXCRPVLCMBNCY-UHFFFAOYSA-N,3.114,3.0890722,3.114,2.8970397,3.114,3.172379,3.114,2.9071305,3.114,3.0747402,3.114,2.713099
PQQCXXKUPFBWDW-UHFFFAOYSA-N,3.152,2.9794538,3.152,2.1946766,3.152,3.3245652,3.152,3.1558955,3.152,2.9123347,3.152,3.1398673
FZCCLTDPBLHAIP-UHFFFAOYSA-N,3.357,3.180863,3.357,2.522202,3.357,3.4016075,3.357,3.0736053,3.357,3.3597124,3.357,3.3682215
UISUHCZEXGRPSL-UHFFFAOYSA-N,3.354,2.9153893,3.354,2.3764052,3.354,3.0249972,3.354,3.0253794,3.354,3.1685884,3.354,2.730828
HWPWGHPUTCFTDK-WWFGFAIXSA-N,2.98,3.2286332,2.98,3.019888,2.98,3.548632,2.98,3.2870264,2.98,3.8823571,2.98,4.164582
UXBQVKCXZSURCW-KLQNOSLMSA-N,2.759,2.9096472,2.759,3.0010698,2.759,2.9222329,2.759,2.8706703,2.759,3.4289281,2.759,3.9405894
PTKIQXTZCQIEFS-UHFFFAOYSA-N,2.774,2.9568596,2.774,2.8688836,2.774,2.7796893,2.774,2.6679857,2.774,2.7487276,2.774,2.6449182
SDKUCCAFUNHJQW-UHFFFAOYSA-N,2.951,2.4194345,2.951,1.9712512,2.951,2.4685917,2.951,2.2886865,2.951,2.5326662,2.951,2.566486
SSRBCBIXMYCZRX-REPWZACGSA-N,2.883,2.9771495,2.883,2.9813602,2.883,3.1132777,2.883,2.9042592,2.883,3.2500246,2.883,3.3167336
INCXSAWTVCAORY-QZSMBETMSA-N,2.803,3.213833,2.803,3.0482128,2.803,3.315352,2.803,3.2518146,2.803,4.0518227,2.803,4.3432283
FICDBYZAULPKQN-ZLXXXELWSA-N,2.815,2.7459984,2.815,2.7239854,2.815,2.7369695,2.815,2.7701607,2.815,2.8812087,2.815,2.89173
URJVYFQTGIEODV-UHFFFAOYSA-N,3.13,3.117556,3.13,2.9767592,3.13,3.0591493,3.13,3.1681929,3.13,2.7350159,3.13,2.7922225
VYBGKWUWSMPPMG-UHFFFAOYSA-N,3.211,3.1479692,3.211,3.088591,3.211,3.0130363,3.211,2.9383497,3.211,2.9764235,3.211,2.991146
ORUQWVYMFMXLLV-UHFFFAOYSA-N,2.686,2.7259321,2.686,2.7589803,2.686,2.6934247,2.686,2.4148111,2.686,2.6058662,2.686,2.4892738
BLGUFTGKTYMVHR-UHFFFAOYSA-N,3.008,3.0236971,3.008,2.9859805,3.008,2.992807,3.008,2.9932568,3.008,3.0353816,3.008,3.0510163
YVRWVKOUXIEJSE-YLZFQXNDSA-N,2.907,2.904829,2.907,2.9092546,2.907,3.031672,2.907,2.6607907,2.907,3.1800623,2.907,3.4530163
CTALAXVHEDWOLR-UHFFFAOYSA-N,2.757,2.8066313,2.757,2.851994,2.757,2.8641946,2.757,2.8409293,2.757,2.6704977,2.757,2.8202453
ZQQLDMCLXPITEY-UHFFFAOYSA-N,3.03,2.3821015,3.03,2.046726,3.03,2.3756585,3.03,2.5041754,3.03,2.657364,3.03,2.4365344
PXWBIJCDRBORRD-AROIINDESA-N,2.562,2.7582724,2.562,2.7448106,2.562,2.9537237,2.562,2.7335467,2.562,3.375284,2.562,3.2529638
SPNDPNZHWZEVRF-IRECXSHYSA-N,2.8,2.9500997,2.8,2.8589885,2.8,2.8640876,2.8,2.8888416,2.8,2.9549208,2.8,2.991702
XZODQNZMWUUNCG-LYINUXIMSA-N,2.792,2.9600947,2.792,2.8860202,2.792,3.0058672,2.792,3.0634162,2.792,2.9997303,2.792,3.1543057
YNSLSJOUTKUULC-UFTHETEWSA-N,2.878,2.936359,2.878,2.99434,2.878,2.8780513,2.878,2.963546,2.878,3.1423576,2.878,2.970702
VDPUTJZRIJEYBY-DVAGYCIVSA-N,2.812,2.7076802,2.812,2.7418578,2.812,2.891188,2.812,2.6793337,2.812,3.0208416,2.812,2.85886
GREOMQZARJJFRG-WNNRATSRSA-N,2.523,2.7329414,2.523,2.653569,2.523,2.6879957,2.523,2.6449983,2.523,3.1399033,2.523,3.707139
PSKNBWFESYJZGU-UHFFFAOYSA-N,3.25,2.7396777,3.25,2.5241036,3.25,2.862347,3.25,3.0367422,3.25,2.9985535,3.25,2.9103587
YYZLSEDBRLLYIX-UHFFFAOYSA-N,2.818,3.0584245,2.818,3.0434322,2.818,3.2067149,2.818,3.100912,2.818,3.082801,2.818,2.8550465
HGTSVJUYFXUUMW-VTKRCVLGSA-N,2.62,2.7732275,2.62,2.6134222,2.62,2.7434704,2.62,2.8183446,2.62,3.2112727,2.62,2.9479046
NSQJZQDXOLYODC-JBZNKQRISA-N,2.684,2.4962006,2.684,2.5708656,2.684,2.443074,2.684,2.642636,2.684,2.496594,2.684,2.0846212
MBNJHVVASCNLGV-UHFFFAOYSA-N,3.472,3.0091581,3.472,2.2811968,3.472,2.961302,3.472,3.1426787,3.472,3.122172,3.472,2.7252443
LJIVUXGFFPDGAW-UHFFFAOYSA-N,2.49,2.3526511,2.49,2.1639514,2.49,2.3157713,2.49,2.2929082,2.49,2.7475204,2.49,2.4033206
HBBCCPUPNZSONL-KVHFJQDISA-N,2.509,2.6923184,2.509,2.463188,2.509,2.5342553,2.509,2.4924643,2.509,2.7229078,2.509,2.6727278
BZJGNNIATPZCOH-BVMLUPFRSA-N,2.705,3.0609581,2.705,3.015087,2.705,3.1013167,2.705,3.2015684,2.705,2.9416802,2.705,3.108692
BXTBEGYSIBFNGZ-DSXHKIFFSA-N,2.695,2.9586484,2.695,2.8656614,2.695,2.7955189,2.695,2.9226916,2.695,3.1158204,2.695,3.1880908
RFKVJYYNVULFEH-VVBBIQDTSA-N,2.771,2.8915753,2.771,2.810601,2.771,2.8877425,2.771,2.9187458,2.771,2.8473783,2.771,2.8337421
XXHWKDXPSUWYLR-LBNQATAYSA-N,2.545,2.4614253,2.545,2.6768677,2.545,2.6117709,2.545,2.5513127,2.545,2.8607903,2.545,2.869772
RTMLXJREOASZKG-AKAIEMSCSA-N,2.523,2.6101944,2.523,2.6684313,2.523,2.5751863,2.523,2.7174764,2.523,2.982931,2.523,3.2560747
GNNXOIBCEJVVFB-ULFQGXQISA-N,2.507,2.9142704,2.507,2.982141,2.507,2.7966397,2.507,2.7192593,2.507,3.1073658,2.507,3.2537775
QLMQKRIXEWXJLH-UHFFFAOYSA-N,2.759,2.9825456,2.759,2.8599072,2.759,2.9644234,2.759,2.8833447,2.759,2.8457296,2.759,2.8712523
HBNAYNPSPSYMDT-UHFFFAOYSA-N,3.061,2.8016315,3.061,2.6369662,3.061,2.7751992,3.061,2.951901,3.061,2.9816449,3.061,2.785067
MIPWHEZMGPVTCM-CULHFBHGSA-N,2.93,2.933564,2.93,3.039633,2.93,3.1171424,2.93,3.0752578,2.93,3.2517207,2.93,3.048385
IXAVWDLTRGWOPE-LEUOGNQKSA-N,2.324,2.6577504,2.324,2.7841363,2.324,2.6904936,2.324,2.7375512,2.324,3.0265846,2.324,3.1804717
OCBYGUVVZWYEEM-UHFFFAOYSA-N,2.904,2.8099892,2.904,2.784292,2.904,2.818941,2.904,2.6012187,2.904,2.8668127,2.904,2.846484
QQEKIPSJZBJYHW-UHFFFAOYSA-N,3.367,2.75969,3.367,2.3364449,3.367,2.953322,3.367,3.055356,3.367,3.1008368,3.367,2.6529813
OVHRBCIFYFNBFY-LOYCUKJKSA-N,3.139,3.0189483,3.139,3.207124,3.139,3.181224,3.139,3.2157297,3.139,3.4513137,3.139,3.397919
BEVGTXFCGMLVTE-UHFFFAOYSA-N,3.445,2.9479084,3.445,2.778095,3.445,2.7799747,3.445,3.059081,3.445,3.272275,3.445,2.8981552
WMICVJLPPJLGOZ-UHFFFAOYSA-N,3.268,2.9359422,3.268,2.7017603,3.268,2.854626,3.268,3.117918,3.268,3.2953684,3.268,2.8451731
NONZIYTVDQVWKK-NXURCQBISA-N,2.014,2.031432,2.014,2.216109,2.014,2.0721214,2.014,2.560866,2.014,2.1815886,2.014,2.3390718
VMKZKHHAFHNVKQ-SOKJZAOGSA-N,2.318,2.6308115,2.318,2.3510494,2.318,2.6067178,2.318,2.5749905,2.318,2.6186304,2.318,2.3385105
MWFPMGGULCGGBD-JXBVNYRQSA-N,2.544,2.8163712,2.544,2.8066394,2.544,2.9913378,2.544,2.7470825,2.544,2.8768003,2.544,2.8281615
SIAOCPUEHGFNER-LODFRUGASA-N,2.673,3.0638871,2.673,2.9131675,2.673,2.839248,2.673,2.8595169,2.673,2.9385762,2.673,2.9484103
OFVWBFSWJVTISB-UHFFFAOYSA-N,2.998,3.1032023,2.998,2.9367743,2.998,2.9909968,2.998,2.8114338,2.998,3.0001369,2.998,2.8081129
RTNOKFDRKVVJQZ-UHFFFAOYSA-N,3.403,3.0593712,3.403,2.4077451,3.403,3.071969,3.403,3.1208766,3.403,3.312906,3.403,3.0756025
PUJFLWQIWMMVDG-UHFFFAOYSA-N,3.483,3.1897998,3.483,2.9041686,3.483,3.1914635,3.483,3.2776637,3.483,3.4031239,3.483,2.9389637
MVBHJRUDCZBRQV-UHFFFAOYSA-N,2.887,2.8597808,2.887,2.7150624,2.887,2.8787632,2.887,2.6444166,2.887,2.8557572,2.887,2.622871
AKSHIVSBKAYAOU-BGDCFRNVSA-N,2.874,2.9112334,2.874,2.8957932,2.874,2.9706452,2.874,2.8492165,2.874,3.1068437,2.874,2.9557006
TVEACVXDCBNLIN-YSSBWSLLSA-N,3.053,2.6757398,3.053,2.2583299,3.053,2.945295,3.053,2.768304,3.053,3.1096785,3.053,2.6582513
IJLRCIFFLDCOQA-UHFFFAOYSA-N,2.645,2.59571,2.645,2.650521,2.645,2.539799,2.645,2.6005797,2.645,2.5845873,2.645,2.6884713
XTNUVKYSZRBQDM-GEZGSFROSA-N,2.499,2.775797,2.499,2.8488607,2.499,2.831019,2.499,2.7632468,2.499,2.8461318,2.499,2.845536
QCPQKWYDTIESQK-UHFFFAOYSA-N,2.757,2.907614,2.757,2.7960174,2.757,2.9070997,2.757,2.921097,2.757,2.935233,2.757,2.9241219
IKTMINCRSUAIFE-UHFFFAOYSA-N,2.919,2.772652,2.919,2.9634202,2.919,3.1345322,2.919,2.9702752,2.919,2.8971078,2.919,2.8816407
BWIJRTMLSBSMJD-GWZDWUOFSA-N,2.945,2.9533238,2.945,2.5129704,2.945,3.0085704,2.945,2.8558326,2.945,2.8926697,2.945,2.8512816
PLNCMWVCZJXGRF-LTKUFQEZSA-N,3.07,3.0636125,3.07,3.1682944,3.07,3.188308,3.07,3.0069475,3.07,3.147252,3.07,3.37423
SLVGQGWJTLTPBY-OBAYKAPFSA-N,2.969,3.0792487,2.969,2.7848768,2.969,3.1411548,2.969,2.919064,2.969,3.3169017,2.969,3.541019
WESIGOQWBHJDCQ-CDKYPKJRSA-N,2.272,2.0649729,2.272,2.1745238,2.272,2.156155,2.272,2.3453782,2.272,2.3101957,2.272,2.2511227
LZAAQPKTZWBIGI-UHFFFAOYSA-N,2.692,2.6861968,2.692,2.5494585,2.692,2.5960639,2.692,2.3307471,2.692,2.6629925,2.692,2.5267963
WFBXXKCVKLWBSC-UHFFFAOYSA-N,2.346,2.5793104,2.346,2.3363118,2.346,2.4960234,2.346,2.4787433,2.346,2.2829165,2.346,2.513744
FPGRSUDWDIKLNK-HRFRYAEBSA-N,2.214,2.317279,2.214,2.4218931,2.214,2.2350006,2.214,2.2386603,2.214,2.6091013,2.214,2.8499937
UUXOYPLMSFBHAG-SCATWASDSA-N,2.95,2.904788,2.95,3.0070868,2.95,3.658278,2.95,3.27773,2.95,4.137693,2.95,3.9320557
ACOGUUUFHACGPH-UHFFFAOYSA-N,2.87,2.8783333,2.87,2.7514598,2.87,2.893352,2.87,2.7607696,2.87,2.9306548,2.87,2.9374554
UPXIAAUBDXZCEI-UHFFFAOYSA-N,3.138,3.1562278,3.138,3.0062141,3.138,2.9313955,3.138,2.738037,3.138,3.0137937,3.138,2.898009
BCMGPOAAMFWNRA-KPBBBUKSSA-N,2.965,2.9736953,2.965,3.1582823,2.965,3.5605793,2.965,3.1871052,2.965,3.688385,2.965,3.494026
ILZPLTMPVXKMAT-AOJZPQQRSA-N,2.404,2.5637782,2.404,2.4085999,2.404,2.3382866,2.404,2.4518063,2.404,2.4988074,2.404,2.42961
UOZZOAROHKLVQR-UHFFFAOYSA-N,2.588,2.5211103,2.588,2.4175475,2.588,2.4967074,2.588,2.317322,2.588,2.53233,2.588,2.5732207
ZZDNORMKZIXHDN-UHFFFAOYSA-N,2.145,2.125135,2.145,2.1389704,2.145,2.1417441,2.145,1.8834139,2.145,1.9371179,2.145,2.1026022
TVNWJNNEUMJNAW-NETANHQYSA-N,2.475,2.534309,2.475,2.568009,2.475,2.5915499,2.475,2.3855348,2.475,2.7260299,2.475,3.4442077
COUXYBLTDKNHNJ-GHVKFIBBSA-N,2.67,2.68531,2.67,2.7106125,2.67,2.6040642,2.67,2.6004338,2.67,3.036579,2.67,3.038039
HHWHALVRQHXNAX-HMLDNMNSSA-N,2.704,2.6881676,2.704,2.6525717,2.704,2.7604249,2.704,2.8353732,2.704,2.7179368,2.704,2.7575405
UNSYCVYANYZGOD-WZRCHZPYSA-N,2.764,2.9739442,2.764,2.7587771,2.764,2.8038163,2.764,2.886468,2.764,3.1858423,2.764,2.995763
HBSAPXCKWIRXIF-UHFFFAOYSA-N,3.419,2.951554,3.419,2.513712,3.419,3.1282752,3.419,3.1587512,3.419,3.0759208,3.419,2.8961823
RGMQYKISNQOJTC-UHFFFAOYSA-N,3.071,3.077852,3.071,2.9868069,3.071,3.0913093,3.071,3.0954998,3.071,3.048421,3.071,3.1492052
FVZMULMLYFHUSQ-UHFFFAOYSA-N,2.187,2.0941882,2.187,2.350555,2.187,2.2055473,2.187,2.261754,2.187,2.3125162,2.187,2.1524825
LOBAEWUGLFJOKJ-UHFFFAOYSA-N,3.071,2.6809082,3.071,2.538341,3.071,2.806032,3.071,3.0738223,3.071,3.0854192,3.071,2.6685836
YKNYCWYKGNYDDC-TZTPEXNXSA-N,2.571,2.816378,2.571,2.6688173,2.571,2.7558103,2.571,2.6700447,2.571,2.8704112,2.571,2.718346
CCUWDFGZNNXKTN-UHFFFAOYSA-N,3.256,2.896683,3.256,2.283732,3.256,2.819136,3.256,3.0867076,3.256,3.2285929,3.256,2.8418882
ZYZGFEUVMZASQR-UHFFFAOYSA-N,2.55,2.4611425,2.55,2.465077,2.55,2.409836,2.55,2.33549,2.55,2.4312167,2.55,2.108795
CGFFUMIBFATONB-UHFFFAOYSA-N,3.315,2.934199,3.315,2.5751612,3.315,3.2058976,3.315,3.1903415,3.315,2.8953016,3.315,2.9227278
RXEXRJIOYJBVON-SBDLQUGJSA-N,2.75,2.8244433,2.75,2.8758929,2.75,2.9575949,2.75,2.8165703,2.75,3.225822,2.75,3.3763375
NZWRQFSGHGNZDP-ZCCOYFSFSA-N,2.975,2.9081721,2.975,2.0936484,2.975,3.233125,2.975,2.9268055,2.975,2.9894865,2.975,2.8497736
KOCVTLFQODOWLW-UHFFFAOYSA-N,3.02,3.211522,3.02,2.9400368,3.02,3.0070128,3.02,2.913305,3.02,2.7690449,3.02,2.9848368
GGNHCXUHVJFBDF-KKSBLFPVSA-N,2.78,3.041854,2.78,2.8563476,2.78,3.2640152,2.78,3.1250274,2.78,3.6072145,2.78,3.829154
MRUIEAGSTGJICK-PBQILXGLSA-N,3.055,2.9972303,3.055,2.92168,3.055,3.0335946,3.055,3.0774708,3.055,3.2423291,3.055,3.1705594
VMRBGMGAVOTDBC-CDKYPKJRSA-N,2.453,2.5700119,2.453,2.5798388,2.453,2.5816715,2.453,2.5617979,2.453,2.6958857,2.453,2.6947815
WXJXCOOQUSVWDH-UHFFFAOYSA-N,3.354,2.6352103,3.354,2.4807498,3.354,2.63615,3.354,2.7934628,3.354,3.0200171,3.354,2.7919948
MVRXZTNBVZBNAH-UHFFFAOYSA-N,2.949,2.9816813,2.949,2.7410104,2.949,3.0333533,2.949,2.7406936,2.949,2.9386907,2.949,3.054396
YFSLMYXOUCXYKO-UHFFFAOYSA-N,2.802,2.7629135,2.802,2.590708,2.802,2.7341611,2.802,2.6780598,2.802,2.772763,2.802,2.744671
RVVXBPIANKXGSQ-IFSHHKCRSA-N,2.916,2.9612994,2.916,2.8823705,2.916,2.968491,2.916,2.956084,2.916,3.039813,2.916,2.8382018
NFZSDSUBGKRZKR-UHFFFAOYSA-N,3.421,3.0005853,3.421,2.3526635,3.421,2.9649494,3.421,2.8537207,3.421,3.164104,3.421,2.9174874
VJCDIHDCNBMVMK-XNCYGOCXSA-N,2.752,2.6980069,2.752,2.6823094,2.752,2.7313833,2.752,2.3907542,2.752,2.6393623,2.752,2.4183364
IFSHKMWFODJFEZ-JDIWHDHUSA-N,2.76,2.9289155,2.76,2.773822,2.76,2.9595287,2.76,2.8587418,2.76,3.137635,2.76,2.9851854
XCABIPXMKVJHNE-UHFFFAOYSA-N,2.7,2.7096367,2.7,2.3169444,2.7,2.6912322,2.7,2.075044,2.7,2.6685112,2.7,2.480369
VHMAFJYZNHOFQY-CRCOQUFZSA-N,2.507,2.7989957,2.507,2.6753027,2.507,2.92261,2.507,2.9600496,2.507,3.3257551,2.507,3.1274252
OURBLRQXPHUEMM-HODOAVGQSA-N,3.175,3.0867963,3.175,3.1521988,3.175,3.1682947,3.175,3.1479468,3.175,3.1690588,3.175,3.1648314
OXKZIRRHPUTSJR-JACJQHGZSA-N,2.728,3.100864,2.728,3.2593822,2.728,3.212254,2.728,3.0710928,2.728,3.269292,2.728,3.3659265
BEKAEQYJLCQJCZ-CLHYIUPASA-N,2.546,2.5417402,2.546,2.648864,2.546,2.778487,2.546,2.6316006,2.546,2.644835,2.546,2.548944
CNIPSKQSJVCUHW-UHFFFAOYSA-N,2.88,2.8991575,2.88,2.3730264,2.88,3.161537,2.88,2.9223416,2.88,2.972771,2.88,2.8277888
AXOGCMIVKVYTGH-KXYJPHMPSA-N,2.876,3.0065615,2.876,2.8109858,2.876,2.88769,2.876,2.7555861,2.876,2.9565232,2.876,2.7865403
OCHSVCMFYRRWQE-QZEUSGGYSA-N,2.181,2.3916614,2.181,2.3377724,2.181,2.30329,2.181,2.273664,2.181,2.6836894,2.181,3.0883176
BVGAQBHVPIEDHL-UHFFFAOYSA-N,3.369,3.365223,3.369,2.7156339,3.369,3.3804088,3.369,3.148152,3.369,3.38306,3.369,3.3080618
ARJLEYKCPQBCQB-XAZZYMPDSA-N,2.645,2.8578289,2.645,2.6557255,2.645,2.7855444,2.645,2.6717362,2.645,2.8413157,2.645,2.8587472
AQMZSCFUHPHUDL-UHFFFAOYSA-N,3.274,2.920555,3.274,2.8184416,3.274,2.8552895,3.274,3.1661816,3.274,3.1343203,3.274,2.8370428
GSSUSDPKAJBFBE-UHFFFAOYSA-N,2.564,2.5052662,2.564,2.3993587,2.564,2.473904,2.564,2.4299397,2.564,2.594729,2.564,2.4178553
UVLCZDOPQDBOFU-UHFFFAOYSA-N,3.623,3.4117146,3.623,3.3269434,3.623,3.7801545,3.623,3.3819597,3.623,3.1559644,3.623,3.1480248
GXWDXEHDBOUVQE-UAOHAIPISA-N,2.438,2.49985,2.438,2.4662035,2.438,2.5805287,2.438,2.6925237,2.438,2.7920046,2.438,2.7778416
FKDOHODTWUZJFS-UHFFFAOYSA-N,2.822,2.950516,2.822,2.798486,2.822,2.903391,2.822,2.890557,2.822,2.9535882,2.822,2.792105
