,SchNet_true_ES1,SchNet_pred_ES1,PaiNN_true_ES1,PaiNN_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
FVECDLKTASJGHN-BQRWSFJQSA-N,3.061,3.0109017,3.061,3.0672436,3.061,3.269665,3.061,3.1234562,3.061,3.0870183,3.061,3.0175188
BCVJUINVLUWESD-DFWPGWGPSA-N,2.86,2.9090347,2.86,2.897747,2.86,3.0315447,2.86,2.9548862,2.86,2.9240701,2.86,2.930591
UURKJSAOZFYYDQ-NIRJVPOMSA-N,2.477,2.4136367,2.477,2.4291863,2.477,2.3883529,2.477,2.3794625,2.477,2.4677892,2.477,2.3848283
RLEAYWHZBRWKSD-NOCIIAOISA-N,2.524,2.2159045,2.524,2.261794,2.524,2.3351228,2.524,2.6165771,2.524,2.6766307,2.524,2.5354886
PJLKJQUBJHKKSG-WJMGCSMVSA-N,2.365,2.7653422,2.365,2.50599,2.365,2.2151232,2.365,2.6131442,2.365,2.7716668,2.365,2.824369
SEQCNQAGOKXZPA-FABQOPTDSA-N,3.081,3.1282554,3.081,3.2523508,3.081,3.0634022,3.081,3.1590579,3.081,3.23176,3.081,3.188194
ADMZLBKNNIBNKT-PDQDVDKESA-N,2.345,2.447237,2.345,2.5764036,2.345,2.4149325,2.345,2.2723455,2.345,2.416358,2.345,2.465124
UXVSNIWGGQVLNZ-XNFAXXGHSA-N,3.303,2.9104295,3.303,3.2423675,3.303,3.2751353,3.303,3.0505733,3.303,3.0025845,3.303,3.058957
BXZLSHNRHPGGEG-NOPDUFPGSA-N,2.241,2.0212204,2.241,2.357943,2.241,2.0736995,2.241,2.1534615,2.241,2.1822648,2.241,2.213682
BLNBKEDCPSTYJQ-RHCMASHESA-N,2.678,2.6553154,2.678,2.4677966,2.678,2.4709,2.678,2.452786,2.678,2.5010402,2.678,2.6038103
MIQFFQZRDQDXFO-WRXJWHBRSA-N,2.985,3.2605574,2.985,3.264866,2.985,3.035276,2.985,3.0668855,2.985,3.0039704,2.985,3.1011903
IIPNYKUDNGMMDR-HPOHYPEBSA-N,2.622,2.6204233,2.622,2.6147394,2.622,2.4442234,2.622,2.5300696,2.622,2.5981,2.622,2.715464
YMCORAMZAHDKKN-MQQARFACSA-N,2.319,2.3537707,2.319,2.2530954,2.319,2.3618436,2.319,2.3749185,2.319,2.4596534,2.319,2.2340508
BCVBRQRXVBTPHJ-WFMMCYIWSA-N,2.941,3.0885773,2.941,3.1515043,2.941,3.0371869,2.941,3.0000772,2.941,2.9678903,2.941,3.0153635
ICZSMCUTNIEKDW-NOPDUFPGSA-N,2.877,3.0232828,2.877,3.067383,2.877,3.016723,2.877,2.9575255,2.877,2.7205932,2.877,2.8475285
JVZGNUGCSCFTFC-OMGFYKDASA-N,2.835,3.095789,2.835,3.0163255,2.835,3.0533369,2.835,3.0488067,2.835,2.9126213,2.835,3.0113702
SILHMAVVXVBKLR-CIUDTSLDSA-N,2.63,2.2610033,2.63,2.343872,2.63,2.243234,2.63,2.1159527,2.63,2.21675,2.63,2.2985537
FXUYHJKRRDHUEC-CLFCKGBTSA-N,3.314,3.1407807,3.314,3.1891847,3.314,3.2957046,3.314,3.2308588,3.314,3.1655784,3.314,3.060996
JAPMTJKLCJOWKK-KRUDZLRSSA-N,2.126,1.948706,2.126,2.299417,2.126,2.0070708,2.126,2.019552,2.126,2.0868423,2.126,2.2954211
TWZJPQFOMLZDSR-RSEYIHLLSA-N,2.673,2.630883,2.673,2.7043424,2.673,2.672067,2.673,2.7733433,2.673,2.7257838,2.673,2.6216226
DABYPRMRBVGRNT-QGOMTROZSA-N,2.875,3.1144948,2.875,3.1619105,2.875,3.1849601,2.875,3.0201507,2.875,3.1043012,2.875,2.9690757
KIACJDOVVIHZQX-YVICSUNVSA-N,3.119,2.929232,3.119,2.828254,3.119,3.0705276,3.119,2.84932,3.119,2.8542588,3.119,2.8089783
ODXMPXJCTOMQMP-PPMGJCEYSA-N,2.19,2.2467923,2.19,2.2064407,2.19,2.2626662,2.19,2.1689084,2.19,2.1379812,2.19,2.214707
MHKRBONUUJMVLK-CZBBNURZSA-N,3.007,3.183174,3.007,3.0718606,3.007,3.149662,3.007,3.126824,3.007,3.2505767,3.007,3.3596947
DRIQJJMPKWIDTO-JJHRWBALSA-N,2.316,2.757553,2.316,2.7497325,2.316,2.6564305,2.316,2.7801523,2.316,2.6587207,2.316,2.7154107
WNCXBIPCHZMIFM-ASKSIGGCSA-N,3.09,3.2115703,3.09,3.1203969,3.09,3.16805,3.09,3.1850564,3.09,3.0851634,3.09,2.9334543
ONXMTAATKCAVJC-YAVVRHGNSA-N,2.561,2.5944152,2.561,2.651815,2.561,2.5729747,2.561,2.6937892,2.561,2.7784212,2.561,2.6315248
VNKNFMSNHLZJBG-CFPZPNDUSA-N,2.434,2.3223007,2.434,2.383316,2.434,2.355487,2.434,2.3946733,2.434,2.4746637,2.434,2.7116842
OCMDRUZDMPBZQS-WYMKRNKVSA-N,3.258,3.2685442,3.258,3.154462,3.258,3.2870033,3.258,3.1692467,3.258,3.2225578,3.258,3.1396823
CYIBXZWWTFREHO-XMEQCPBCSA-N,2.432,2.4222672,2.432,2.4124434,2.432,2.3915253,2.432,2.2582986,2.432,2.33951,2.432,2.329927
BYDFFRWXTXEVPW-UBPYOYDDSA-N,2.808,2.8906028,2.808,2.7353497,2.808,2.83877,2.808,2.849269,2.808,2.887303,2.808,2.9183478
PWSSSEPTIIRYMX-YMXOJDIHSA-N,2.839,3.133114,2.839,3.0197935,2.839,3.0785122,2.839,3.16282,2.839,2.9708526,2.839,2.9604547
UDOXRASOXWAMRU-NQOISIGVSA-N,2.549,3.04249,2.549,3.186873,2.549,2.8421102,2.549,2.8571036,2.549,3.0602925,2.549,2.9952176
DIRVPTXFOCCKFO-AMXGCLIRSA-N,3.109,3.1145332,3.109,2.8802912,3.109,3.076366,3.109,2.9294229,3.109,2.9641721,3.109,3.0379367
CWGIIZQVVOWRHL-PUHLOBNQSA-N,2.288,2.4111044,2.288,2.3465362,2.288,2.5233784,2.288,2.5147798,2.288,2.3434117,2.288,2.5813653
FCHLLKWFFHKSOD-RODHXAHZSA-N,2.441,2.610114,2.441,2.7067204,2.441,2.574334,2.441,2.3850777,2.441,2.5993862,2.441,2.612814
QTSLUZVEPLAZSL-SHRFYYATSA-N,2.872,2.9036193,2.872,2.9185824,2.872,2.97547,2.872,2.8978682,2.872,2.859855,2.872,2.8745475
VHVAXVOIYOPHQJ-GKDYNFDHSA-N,2.93,2.8830757,2.93,3.1070597,2.93,2.8039317,2.93,2.8097055,2.93,2.919857,2.93,2.9725888
NBMZAULUSAJIGX-DQGTYSGISA-N,2.881,3.091336,2.881,2.9614005,2.881,3.0076134,2.881,3.0105722,2.881,2.9947834,2.881,2.9276795
FMKDKUIHLWSECI-MQQARFACSA-N,2.633,2.4630938,2.633,2.5717502,2.633,2.5337079,2.633,2.602331,2.633,2.5749702,2.633,2.505514
YUIPUQQWWUWJGR-DZPZHFLMSA-N,2.335,2.5713658,2.335,2.5349665,2.335,2.4319355,2.335,2.367715,2.335,2.58268,2.335,2.5088751
AHBPCZIAQBVYAH-JYHMGUCVSA-N,2.647,2.5636883,2.647,2.5862734,2.647,2.529529,2.647,2.64537,2.647,2.577229,2.647,2.4925203
SNJRUOSRUZAFPN-IDVLLXKWSA-N,2.865,2.9614153,2.865,2.9261763,2.865,2.9671726,2.865,3.0398617,2.865,2.918681,2.865,2.8406546
NYQASWWBEZVNIP-VMYDWBETSA-N,2.932,3.032057,2.932,3.0025163,2.932,3.1274593,2.932,3.0188646,2.932,2.9826157,2.932,2.8203027
ANHBOFZKLLVPEM-VVBBIQDTSA-N,3.152,3.0503087,3.152,3.0745053,3.152,3.074628,3.152,3.0191565,3.152,2.8964374,3.152,2.9265647
GJIWJGQNJCULEA-IFJYGAIHSA-N,2.631,2.9707024,2.631,2.6099381,2.631,2.7434268,2.631,2.969731,2.631,2.7196057,2.631,2.6321745
BFGKMXXBORIZSP-MCJPVOCUSA-N,3.033,3.0919814,3.033,3.135186,3.033,3.136232,3.033,2.9903927,3.033,2.899398,3.033,2.874546
DOBCUMYXUZXDEH-QEZQUFLISA-N,2.551,2.6449544,2.551,2.634955,2.551,2.5970173,2.551,2.7215662,2.551,2.8440902,2.551,2.5161529
KGBJUAHNOGEDHH-CIXAZNRNSA-N,3.256,3.0671883,3.256,3.0833678,3.256,3.3056679,3.256,2.9828525,3.256,3.004181,3.256,3.110132
SVLCBJPRIYPKHR-NJNWQDHISA-N,2.47,2.48285,2.47,2.1411066,2.47,2.0623038,2.47,2.4334435,2.47,2.4944077,2.47,2.4764814
PEAKMLWVYHFSTI-WIMUOEIGSA-N,2.322,2.289552,2.322,2.4373252,2.322,2.1614044,2.322,2.2514942,2.322,2.4878943,2.322,2.524462
ZGAMCCIORRJLCE-MZJWZYIUSA-N,2.577,2.569044,2.577,2.591598,2.577,2.5421488,2.577,2.5928736,2.577,2.6068735,2.577,2.5899837
AEWYUDPBLQSFDE-DSXHKIFFSA-N,2.429,2.7890902,2.429,2.8548713,2.429,2.6102512,2.429,2.7219315,2.429,2.7788396,2.429,2.7252069
OMJSIIVCLBGPGK-WDPSMNKRSA-N,3.016,2.9738247,3.016,2.9191387,3.016,2.8926785,3.016,2.9608424,3.016,2.8282683,3.016,2.9767852
CUHIVPLYZHTZSL-FCDGVTPDSA-N,3.011,2.9012854,3.011,2.968383,3.011,2.9214282,3.011,3.096771,3.011,2.8383346,3.011,3.0247517
UUYGUIADKZOQBW-FSOLMHTISA-N,2.964,2.9730732,2.964,2.9535367,2.964,2.896479,2.964,2.9982786,2.964,2.5633128,2.964,2.8018446
ZRYJKUNTQJTSKW-YCWUJCHUSA-N,2.335,2.4142532,2.335,2.693111,2.335,2.5627227,2.335,2.4781606,2.335,2.6070085,2.335,2.6676512
JIVSCNNTLLQEAH-WMILAWAJSA-N,2.837,2.7389495,2.837,2.8437574,2.837,3.0237849,2.837,2.8416317,2.837,3.088279,2.837,2.839294
LCTMBUNXQKIOGH-SBWMHFGSSA-N,2.433,2.1194491,2.433,2.2091086,2.433,1.832785,2.433,1.992339,2.433,2.32815,2.433,2.5140505
HTAQKIGWHACELB-WZZKDGPISA-N,2.512,2.2351434,2.512,2.2771692,2.512,2.0924585,2.512,2.2270994,2.512,2.367941,2.512,2.4308991
FVQCVRFNPWEKMO-AEUUOICLSA-N,2.894,2.8218358,2.894,2.9150429,2.894,2.9079783,2.894,2.8522663,2.894,2.9526482,2.894,3.025717
AZTLGERBLATSLY-CGHGMCFXSA-N,2.814,2.7557752,2.814,2.7542996,2.814,2.7818024,2.814,2.8081312,2.814,2.6407082,2.814,2.6587276
PCTOUSIQASAVAT-CLBXUQJNSA-N,2.227,2.4313865,2.227,2.3272765,2.227,2.3309615,2.227,2.295023,2.227,2.3487802,2.227,2.3976421
LUANUIDLXCVSKT-MDCVPAOJSA-N,2.296,2.2526515,2.296,2.2612617,2.296,2.2200034,2.296,2.2109225,2.296,2.2226727,2.296,2.113321
ROTINWOKMYBIMP-DMWKKASYSA-N,2.614,2.8353226,2.614,2.8793955,2.614,2.6860056,2.614,2.6116452,2.614,2.8519454,2.614,2.8662925
YIDRQQINZFSENJ-BZTVMVRHSA-N,2.505,2.8981147,2.505,2.7963605,2.505,2.826874,2.505,2.863743,2.505,2.8448145,2.505,2.8671217
GXTCONVTZFZGPF-AQAGRAQRSA-N,2.168,1.999858,2.168,2.151365,2.168,1.9483683,2.168,1.9462063,2.168,1.8814605,2.168,1.9823885
PRPUMWIZEHHYIS-HHVXFKTKSA-N,2.96,2.896001,2.96,2.7649624,2.96,2.8017035,2.96,2.9800956,2.96,2.9289873,2.96,2.8851678
YHLHMZZWKDKNLN-HIDNJJNRSA-N,2.969,2.9964252,2.969,3.001429,2.969,3.095928,2.969,2.9612885,2.969,2.9572372,2.969,2.9323719
HAJIZTIOFQQHTI-VYCGSHJRSA-N,3.022,2.9828641,3.022,3.1261644,3.022,3.0861526,3.022,2.97544,3.022,2.9965863,3.022,3.0059345
ZFZQYQNDOXNROM-AQAGRAQRSA-N,3.031,3.1298685,3.031,3.0839908,3.031,3.2130075,3.031,3.1413233,3.031,3.1340082,3.031,3.0020518
VWNYULRXBGDDJQ-ZJTIYPDYSA-N,2.263,2.2964323,2.263,2.4011984,2.263,2.4176533,2.263,2.301041,2.263,2.4250307,2.263,2.263268
BWXMVDYHCCKVBD-SEBMTOOBSA-N,2.73,2.7164085,2.73,2.9662364,2.73,2.7834206,2.73,2.7722738,2.73,2.8103158,2.73,2.824678
STAROYOPIZMPQC-OYDHWRMASA-N,3.115,3.1396413,3.115,3.046464,3.115,3.2185192,3.115,3.2739654,3.115,3.0000205,3.115,3.0732512
VDVQYBMOVAIZEC-KGRIVFSCSA-N,2.829,2.975026,2.829,2.8589344,2.829,2.9336116,2.829,2.8452134,2.829,2.7342172,2.829,2.7538986
IDXIAGBNECQUGF-LVBOBRDCSA-N,2.783,2.8545284,2.783,2.8774416,2.783,2.902982,2.783,2.752899,2.783,2.7726138,2.783,2.6929877
YHLLJIIAGKXLBA-NKHVPTTDSA-N,3.051,3.1511984,3.051,2.9953206,3.051,3.0153248,3.051,3.066566,3.051,3.0127,3.051,2.958372
VIMLQPRVZQKPJA-GHXSKLJCSA-N,2.623,2.964621,2.623,2.897627,2.623,2.796226,2.623,2.692198,2.623,3.1530626,2.623,3.09247
FDIMMCXFRDKEFY-GCRXFYTKSA-N,2.801,3.1125622,2.801,2.9100778,2.801,3.022018,2.801,2.8997598,2.801,2.7276223,2.801,2.7865157
QKJVYTZUESKFEZ-UTYZCMAXSA-N,3.026,3.0763144,3.026,3.0891373,3.026,3.0364277,3.026,3.072117,3.026,2.8651602,3.026,3.0276082
QWRHEKOIEWKUIH-JRZNSJKLSA-N,2.97,3.073743,2.97,3.2278814,2.97,3.0725164,2.97,3.0522072,2.97,3.0203474,2.97,2.9850943
KMOQFXUXKASDEO-ZRUDIRFBSA-N,2.241,2.597216,2.241,2.4242535,2.241,2.496332,2.241,2.3255968,2.241,2.523223,2.241,2.6701028
GEKWHVQLXVQQLH-UAXBXZTESA-N,2.805,2.8400257,2.805,2.8493536,2.805,3.0433004,2.805,2.8923259,2.805,2.9539537,2.805,2.7619052
SMJKFJSYIKWUJH-RUNBITDPSA-N,2.685,2.8057923,2.685,2.8649004,2.685,2.6485145,2.685,2.5474398,2.685,2.8019705,2.685,2.9709105
MBICHTMLDFDQAK-FDVSRXAVSA-N,2.718,2.8562503,2.718,2.4972055,2.718,2.5594473,2.718,2.349526,2.718,2.6767976,2.718,2.5139902
FCHYTXRUTYHSIA-PBDCGCKYSA-N,2.485,2.611624,2.485,2.818131,2.485,2.4525006,2.485,2.3808062,2.485,2.7461762,2.485,2.8117533
UNNNASCMVYKRDV-GJVOSNTJSA-N,3.108,3.068585,3.108,3.0285485,3.108,3.1997352,3.108,3.0576694,3.108,3.072417,3.108,2.894515
XRXGCGMUFLDVOE-VTNSRFBWSA-N,2.125,2.4030771,2.125,2.255433,2.125,2.1217344,2.125,2.2034483,2.125,2.2374177,2.125,2.215131
HJGSLDRCHRWDDZ-QYLRMFNQSA-N,2.902,3.0450492,2.902,3.0170715,2.902,3.1479852,2.902,3.0736632,2.902,3.014708,2.902,3.0084195
JEQQJAXYFVRMHQ-CCSWVNMBSA-N,3.049,3.2763171,3.049,3.0956445,3.049,3.188814,3.049,3.2933807,3.049,3.0568287,3.049,2.9785388
ARPSCRVNSWQMCU-RHCMASHESA-N,2.76,3.0251768,2.76,2.9693239,2.76,2.9760177,2.76,3.0599806,2.76,2.9477577,2.76,2.8769076
LOCOIVTTXLEIMU-LEMWJGLLSA-N,2.814,3.0720582,2.814,3.091362,2.814,3.121016,2.814,3.076417,2.814,3.017967,2.814,2.8577793
BMCAOEQTKPCDKU-RGVVCEDTSA-N,2.161,2.496501,2.161,2.253715,2.161,2.1761389,2.161,2.325118,2.161,2.4456284,2.161,2.3496883
AAZGHEAZNHLPLK-DLMZBLEQSA-N,2.971,2.9851437,2.971,2.8281887,2.971,2.8957896,2.971,3.0386732,2.971,2.7982042,2.971,2.789036
DGYKDAWSLHZFNB-YBIDZVLHSA-N,2.666,2.9748573,2.666,2.9004653,2.666,2.9187503,2.666,2.9378023,2.666,2.945145,2.666,2.8061054
BDLFKSUVLWNHGQ-FFNJIKEYSA-N,2.067,2.065292,2.067,2.4309647,2.067,2.1795254,2.067,2.2640018,2.067,2.3191009,2.067,2.0851746
PWKWOLQAKPUVLG-ARBWSLSNSA-N,2.73,3.0053396,2.73,2.9733346,2.73,2.9574575,2.73,3.0179825,2.73,2.6339831,2.73,2.7821262
CTYUGQODIAWYOQ-IGLLTEKWSA-N,2.59,2.6029747,2.59,2.5191984,2.59,2.591488,2.59,2.4555893,2.59,2.5999174,2.59,2.5129683
WWIVEBMNJHDONV-JEPNHJGPSA-N,3.14,3.1351147,3.14,3.0210695,3.14,3.12785,3.14,3.1103015,3.14,2.937327,3.14,2.9020677
QTLJNAACPSWLFC-RLZCSYPLSA-N,2.783,2.839365,2.783,2.8837786,2.783,2.9707778,2.783,2.9132915,2.783,2.808442,2.783,2.777332
NKNOUXJWOVGBMA-FBCFYMIFSA-N,2.862,2.9413733,2.862,2.9681463,2.862,3.0546734,2.862,3.0175471,2.862,2.946081,2.862,2.904601
MCNNOMTXQMPWQL-FZPRHHONSA-N,2.871,2.8543217,2.871,2.971462,2.871,2.9653504,2.871,2.9635794,2.871,2.9130218,2.871,2.9985292
ITZPISTWLJATBA-XJGICQFZSA-N,2.82,2.9160862,2.82,2.9256349,2.82,3.0189924,2.82,2.8573117,2.82,3.0565314,2.82,2.8833585
JPBMGDAUINJRPD-DXJNIWACSA-N,3.168,3.1198912,3.168,3.160222,3.168,3.24597,3.168,3.1268394,3.168,3.0984988,3.168,3.0595248
GAVWSCRNMYBWDH-CEQYSXAZSA-N,2.667,2.7602007,2.667,2.7990265,2.667,2.5658062,2.667,2.5446765,2.667,2.8681905,2.667,2.8340597
WHMNBWJJRIUFOH-CJVPIAGSSA-N,2.405,2.6319644,2.405,2.5462205,2.405,2.5673015,2.405,2.654909,2.405,2.6400535,2.405,2.6493576
KSQPPPPKCKALBA-WODVIIMQSA-N,2.998,3.2182224,2.998,3.1838748,2.998,3.1970837,2.998,3.0510252,2.998,2.983505,2.998,3.104155
MTPULJMRMWMHAT-HMLDNMNSSA-N,2.888,3.0491242,2.888,3.0072312,2.888,2.9632092,2.888,2.9241624,2.888,2.9111187,2.888,2.7621207
HZKFZUDFGGDPKZ-FUNSJSQZSA-N,2.537,2.7369576,2.537,2.716482,2.537,2.6205063,2.537,2.605624,2.537,2.71184,2.537,2.653179
IJARXCIZQOBVMO-XDTIMXBKSA-N,2.842,2.888403,2.842,2.9717422,2.842,2.8688605,2.842,2.7315085,2.842,2.8429585,2.842,2.7497926
ZTKBMKRXHAUENG-VHPMDJGMSA-N,2.839,3.06359,2.839,3.0713375,2.839,3.1560798,2.839,2.8126132,2.839,2.8973904,2.839,2.8808336
DNEXIVRNQANEFZ-NXVZUAECSA-N,2.27,2.1969957,2.27,2.5797448,2.27,2.061004,2.27,2.2940047,2.27,2.2035205,2.27,2.2455235
WGRCBTIWSGMYHF-BIZUNTBRSA-N,2.264,2.2141218,2.264,1.9387252,2.264,2.0931501,2.264,2.070471,2.264,2.2564611,2.264,2.1296911
XUVSPYCPDWNYJJ-QCFMCPCVSA-N,2.625,2.6331618,2.625,2.7744372,2.625,2.6539643,2.625,2.6791415,2.625,2.7348902,2.625,2.6631854
FFOSRYWKXFWFPV-ZWBOAVLRSA-N,2.329,2.2015696,2.329,2.1792607,2.329,2.1202269,2.329,2.2526686,2.329,2.1270747,2.329,2.0014071
VDAUPAOTDQXHOI-BQIMNVTISA-N,2.566,2.9595056,2.566,2.8199642,2.566,2.9337492,2.566,2.8181427,2.566,2.9215484,2.566,3.0259721
YGKMBKIEJGEQHL-QVGWBTEESA-N,2.853,2.9654472,2.853,2.966584,2.853,2.9702008,2.853,2.8998628,2.853,2.9322214,2.853,2.889723
NKUWGGSDXKIPMC-ZYWSVCCJSA-N,2.692,2.8644948,2.692,2.8617992,2.692,2.8321671,2.692,2.739329,2.692,2.6610281,2.692,2.6964655
RKCVGCUZIXJJKA-YOMDCTETSA-N,2.998,3.096032,2.998,3.0890207,2.998,3.1489758,2.998,3.131532,2.998,2.8660254,2.998,2.9146247
OAIOOOGNUFELPI-OTAFKVFBSA-N,2.318,2.4146864,2.318,2.5020216,2.318,2.3599315,2.318,2.5320911,2.318,2.4311712,2.318,2.4904845
QXYPKVUNHMNBQS-XJRSCBBXSA-N,3.112,2.6211188,3.112,2.7230413,3.112,2.5226083,3.112,2.9324803,3.112,2.7165587,3.112,2.9012353
ITPQWJJTLDVXKT-WGRZRZEBSA-N,2.397,2.654575,2.397,2.621071,2.397,2.4044707,2.397,2.7696223,2.397,2.6057663,2.397,2.84419
SSCDFBFODJWEAD-MTKFGGACSA-N,2.796,2.786164,2.796,2.7476664,2.796,2.8610055,2.796,2.6789424,2.796,2.893185,2.796,2.8268101
UGWYDXPCQBWJIP-VNMGNCJTSA-N,2.814,2.9852238,2.814,3.0281491,2.814,2.989679,2.814,3.0425143,2.814,2.8749464,2.814,2.9305613
YNLXCNKYBJOKEX-MIXUXINWSA-N,2.869,2.937148,2.869,2.998621,2.869,2.9369895,2.869,3.0212252,2.869,2.9603412,2.869,3.0074146
QXQQOYFYUCMLMO-QQSAMKETSA-N,3.172,2.9848316,3.172,2.946656,3.172,3.1077116,3.172,2.9899995,3.172,2.8371718,3.172,2.8940003
WNNLGRXGULZACE-AMXGCLIRSA-N,2.859,2.8395722,2.859,2.8431914,2.859,2.6694112,2.859,2.6731856,2.859,2.7672215,2.859,2.583429
PPXBSEIUFDQNKY-JQEXWTHPSA-N,3.141,3.1713297,3.141,3.0766137,3.141,3.1196666,3.141,3.0936966,3.141,2.840623,3.141,2.749153
HNUHWICDRMXBQI-HEZKYXLYSA-N,3.103,3.0868409,3.103,3.1582816,3.103,3.0971406,3.103,3.11135,3.103,2.959223,3.103,2.9289203
RGZANTQDGUJHAF-BKQSTXEDSA-N,2.666,3.075275,2.666,2.859893,2.666,2.8243256,2.666,3.0047328,2.666,2.665998,2.666,2.873358
UKEWTJCAHMYDGP-LEXORQHVSA-N,2.744,2.8421202,2.744,2.8301456,2.744,2.884002,2.744,2.8715475,2.744,2.8468833,2.744,2.9493172
OWAASECOOQCJFE-OQHDRHACSA-N,2.844,2.8451905,2.844,2.882699,2.844,2.801903,2.844,2.7630887,2.844,2.7026775,2.844,2.8246028
AHVKYBFTXZKEPM-AEUUOICLSA-N,3.059,3.034672,3.059,3.0489109,3.059,3.1006107,3.059,3.0005722,3.059,2.876202,3.059,2.9861994
KCPRASFQOUJLAY-NACNJZBRSA-N,2.319,2.6516285,2.319,2.2991178,2.319,2.3164225,2.319,2.4117699,2.319,2.550986,2.319,2.6430345
ZEJWRMQLWOXTRR-HGMRCBETSA-N,3.068,3.1000328,3.068,3.044573,3.068,3.1345222,3.068,3.0979447,3.068,2.862182,3.068,2.8800535
BROUFEMGIQZHCF-MWEOHPMASA-N,3.105,2.918916,3.105,3.1061673,3.105,3.1451807,3.105,2.750673,3.105,2.8274314,3.105,2.7259693
GFRNQHWTJMQPLW-KWXWBXIBSA-N,2.795,3.0786147,2.795,2.987786,2.795,3.0488286,2.795,3.0027707,2.795,2.959761,2.795,2.8321924
HDIUNOBKIXDPLG-SNDAAJCPSA-N,2.316,2.5402827,2.316,2.1299334,2.316,2.2655663,2.316,2.2511382,2.316,2.4207249,2.316,2.5041006
USDTURZKXMNCRO-BOABNOFISA-N,2.749,2.6939816,2.749,2.7083588,2.749,2.726774,2.749,2.687709,2.749,2.796577,2.749,2.6796672
JVATVDZYZIPICS-FQMPKJEQSA-N,2.221,2.0946126,2.221,2.1620176,2.221,2.1714785,2.221,2.1672246,2.221,1.9336338,2.221,2.1433876
DJZVFDROZMFPEL-BWJADDPSSA-N,2.063,2.3465626,2.063,2.3339758,2.063,2.2923036,2.063,2.2985058,2.063,2.4508457,2.063,2.2358766
WEZXIBNYEWCDIL-HHVXFKTKSA-N,2.87,2.9469323,2.87,2.8157835,2.87,2.4666116,2.87,2.9690316,2.87,2.77649,2.87,2.8346453
OQTBLECHNQRGDD-DKUJFQAFSA-N,2.416,2.45512,2.416,2.4128776,2.416,2.458098,2.416,2.3943312,2.416,2.523541,2.416,2.2773554
MPENUODJEIFJBO-LQIFJAKZSA-N,3.275,3.2515192,3.275,2.9988,3.275,3.2048352,3.275,2.998991,3.275,2.9640858,3.275,2.9637868
UMGHNRLGVPAZCT-AEVGBRMKSA-N,2.665,2.8922563,2.665,2.8967538,2.665,2.791757,2.665,2.7717426,2.665,2.6153178,2.665,2.759766
XYLACVXLUYXFEG-YFZLDTQOSA-N,3.209,3.1208692,3.209,3.088012,3.209,3.2085264,3.209,3.1066444,3.209,2.8811982,3.209,2.8989615
FGWMBCFIJNPVFB-KULFSUQXSA-N,3.018,3.1080418,3.018,3.0483181,3.018,3.1531618,3.018,2.8710861,3.018,2.9643729,3.018,2.9753842
SUWXXKGAHFGBTO-OHLQZCPTSA-N,2.713,2.9192157,2.713,2.8327286,2.713,2.704038,2.713,2.8826325,2.713,2.8661275,2.713,2.8075304
FRQHFPRHGAXXIF-IGLDNXEJSA-N,2.493,2.6156318,2.493,2.6247413,2.493,2.605954,2.493,2.6082406,2.493,2.7393832,2.493,2.6843483
CYFPYBFTQFHCCL-RLLLZWGVSA-N,2.936,3.1960003,2.936,3.0692346,2.936,3.3274431,2.936,3.2085643,2.936,3.0831134,2.936,3.100233
QVDRPPKMUYXTPU-GHSFAULOSA-N,2.964,2.8317978,2.964,2.8737051,2.964,2.9048965,2.964,2.928096,2.964,2.8535988,2.964,2.9287279
KBMHDIBCTYFGPP-XXOJPTJMSA-N,2.864,2.8972263,2.864,2.8954368,2.864,2.9278996,2.864,2.894265,2.864,2.94853,2.864,2.9201195
ZJQUBKSQTNZVME-JXXBCTTRSA-N,3.162,3.0824049,3.162,3.048049,3.162,2.9547606,3.162,3.0367568,3.162,2.913708,3.162,3.072363
LZQUUTZUIUOBGF-ULXPUVHCSA-N,2.985,2.9083052,2.985,2.8371844,2.985,2.713452,2.985,2.7433212,2.985,2.8757231,2.985,2.9517052
LLEZMDBPKOMIPI-POHGQRKGSA-N,2.018,2.6784556,2.018,2.144885,2.018,2.1065788,2.018,2.1535492,2.018,2.184887,2.018,2.359633
DCXQWROVPPRXIY-DBQHZJLUSA-N,2.784,2.8056176,2.784,2.956773,2.784,2.9256585,2.784,2.8462315,2.784,2.938643,2.784,2.859283
KWSRJAZTMNHPTA-JQSDXUNASA-N,2.547,2.5470397,2.547,2.8940692,2.547,2.521235,2.547,2.475581,2.547,2.6473327,2.547,2.3887928
ILRMUSMMYBIFBW-SGGIXXLRSA-N,3.188,3.2163467,3.188,3.172705,3.188,3.2495918,3.188,3.106379,3.188,3.1005168,3.188,3.2519414
GMKORFUFDFTPRL-PLBJPHGVSA-N,2.422,2.298435,2.422,2.3711567,2.422,2.096661,2.422,2.3331323,2.422,2.4597278,2.422,2.3118997
VTSJCDNQRWHTFA-ZBZDSNEDSA-N,2.939,3.093505,2.939,2.9496098,2.939,3.0017595,2.939,2.7610128,2.939,2.9368298,2.939,2.7868028
JCDKXLKKGAKNSN-GQWFFFTNSA-N,2.677,2.902854,2.677,2.971781,2.677,2.8581805,2.677,2.9545987,2.677,2.6762512,2.677,2.8632808
