,SchNet_true_ES1,SchNet_pred_ES1,PaiNN_true_ES1,PaiNN_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
FQGKGVIHGBHLGL-XWRMKPRHSA-N,2.792,2.7583213,2.792,2.475238,2.792,2.6733255,2.792,2.8988388,2.792,2.8977594,2.792,2.872157
DJAWOWQTIAHXJB-BYDMSBDESA-N,2.894,2.660191,2.894,2.9424818,2.894,2.803112,2.894,2.9084752,2.894,2.967479,2.894,2.9731224
JIVNHXKAFFPDLS-UHFFFAOYSA-N,2.959,3.0066175,2.959,3.1185758,2.959,2.972793,2.959,2.8997247,2.959,3.5253549,2.959,3.2958004
BQSVWSFBRFIDKK-SUZBHSIQSA-N,2.691,2.4829412,2.691,2.748574,2.691,2.679924,2.691,2.7374315,2.691,2.8595366,2.691,2.5513442
RANXOBMIBRLUNV-UHFFFAOYSA-N,2.912,2.5921118,2.912,2.8829305,2.912,2.9119828,2.912,2.8700202,2.912,2.981681,2.912,2.8049738
OCBBSLCWYQCKPK-UHFFFAOYSA-N,2.88,2.883473,2.88,3.0500257,2.88,2.9514592,2.88,2.9973078,2.88,2.8367448,2.88,2.8209038
IYCAWPPCLIWXLX-UHFFFAOYSA-N,2.831,2.8731334,2.831,2.7933528,2.831,2.6483183,2.831,2.8231225,2.831,2.7655978,2.831,2.868097
OZDZOXWBRBWCBN-UHFFFAOYSA-N,3.298,3.1592414,3.298,3.0932713,3.298,3.2497687,3.298,2.9649348,3.298,2.9097385,3.298,2.911935
RIVZZUNJJNHGGJ-KOZYDRJXSA-N,2.289,2.4184382,2.289,2.433484,2.289,2.229286,2.289,2.412598,2.289,2.5030413,2.289,2.6548214
YAJUTFRYMVZTJQ-UHFFFAOYSA-N,3.068,2.8220072,3.068,3.0537908,3.068,2.893946,3.068,3.0223656,3.068,3.0088823,3.068,2.911472
MYBYJOUBSMSEBQ-KDZGDLNFSA-N,2.948,2.9061003,2.948,3.145597,2.948,2.8691728,2.948,3.0184565,2.948,3.159709,2.948,3.1273804
MVWAFOYRQUGWON-RPHGGDOWSA-N,2.418,2.3892097,2.418,2.3598516,2.418,2.5248451,2.418,2.3979018,2.418,2.4465647,2.418,2.3714464
QAYAUEVPVVMEMY-UHFFFAOYSA-N,2.907,2.6682763,2.907,3.2570732,2.907,2.8904781,2.907,3.0477626,2.907,3.102654,2.907,3.0982342
SZCNMHFSRORXMZ-RLZCSYPLSA-N,2.878,2.8600466,2.878,2.9506738,2.878,2.8758798,2.878,2.9957132,2.878,3.0784357,2.878,2.9774437
RHPOYSAOYIQXHB-UHFFFAOYSA-N,2.166,2.499909,2.166,2.2353225,2.166,2.2996438,2.166,2.3793314,2.166,2.4981556,2.166,2.4369886
UJSOPIOMDJGBPY-RHGCBHBOSA-N,2.702,2.5699763,2.702,2.6236033,2.702,2.7124665,2.702,2.750016,2.702,2.7177734,2.702,2.7254696
CCKMFCLBOMTBCB-UHFFFAOYSA-N,2.937,2.7236633,2.937,2.9998562,2.937,3.0067809,2.937,3.016593,2.937,3.073512,2.937,2.8904262
HWIIJBNWEKDJAM-UHFFFAOYSA-N,2.323,2.197519,2.323,2.3309674,2.323,2.2477403,2.323,2.2417252,2.323,2.2099395,2.323,2.392363
WRBSEQIUOSCSMC-WCGGYGKMSA-N,2.764,2.5798965,2.764,2.6864607,2.764,2.7426682,2.764,2.724031,2.764,2.6851048,2.764,2.906212
ZHWCRVAOZJWKLE-UHFFFAOYSA-N,2.737,2.5288782,2.737,2.8413057,2.737,2.7123654,2.737,2.6986308,2.737,2.7306461,2.737,2.6131935
FLGWFHBFKRNMGC-UHFFFAOYSA-N,3.126,3.0219808,3.126,3.0915487,3.126,2.8804734,3.126,3.1074507,3.126,3.018657,3.126,2.9768765
GNNMQPRCGYNDRE-UHFFFAOYSA-N,2.363,2.4040453,2.363,2.3898332,2.363,2.541088,2.363,2.4965582,2.363,2.6076007,2.363,2.6617007
GZYPNNMYZFSYCO-VCDXRYBUSA-N,3.226,2.9559536,3.226,2.9556458,3.226,3.0121086,3.226,2.9421773,3.226,2.830268,3.226,2.8709474
CIWOPSFAUGLKKF-UHFFFAOYSA-N,3.17,2.7636817,3.17,3.0776103,3.17,3.5294907,3.17,3.1624963,3.17,2.9994903,3.17,2.7532735
RLHHAYBYUFYUTB-JAHAZDFLSA-N,2.449,2.1976407,2.449,2.4216025,2.449,2.4673944,2.449,2.4421666,2.449,2.493192,2.449,2.4875793
NJGBMCQTZMTPOG-UHFFFAOYSA-N,3.099,2.6891527,3.099,2.9653418,3.099,2.8669438,3.099,2.9837122,3.099,2.888689,3.099,2.6586318
RHVYGFFEPCOEDB-UHFFFAOYSA-N,3.045,2.878754,3.045,2.9292033,3.045,2.9787166,3.045,3.0194392,3.045,2.9945943,3.045,2.8993926
YTZMEZBOOBUQCD-UHFFFAOYSA-N,3.074,2.888724,3.074,2.931771,3.074,2.9444325,3.074,3.046544,3.074,3.1139545,3.074,2.949244
XPQPMJXGHZYKKH-UHFFFAOYSA-N,2.603,2.5156264,2.603,2.5888278,2.603,2.5817728,2.603,2.526211,2.603,2.6686156,2.603,2.5529168
VJQYLHVSUDBCPA-BUJUUDCWSA-N,3.18,2.8518786,3.18,3.196095,3.18,3.302732,3.18,3.1264722,3.18,3.180465,3.18,2.8259208
GPGHTEDPPULNEM-CARIVGAPSA-N,3.26,3.1136007,3.26,3.1193979,3.26,3.318497,3.26,3.2506042,3.26,3.1017408,3.26,3.0032616
WWJFIBDSWJBBNF-UHFFFAOYSA-N,3.231,3.4229586,3.231,3.5118284,3.231,3.425771,3.231,3.3453603,3.231,3.3279366,3.231,3.342654
ZPFZGBLLDJGYCA-UHFFFAOYSA-N,2.803,2.6882107,2.803,2.8076065,2.803,2.74372,2.803,2.796983,2.803,2.693795,2.803,2.7176058
SBSBMBYWSUXIMA-BTLSSOAESA-N,3.001,2.8446805,3.001,3.1323516,3.001,3.1566193,3.001,3.2372143,3.001,3.1924667,3.001,2.7794588
IXJCTTAPSLLHKF-UHFFFAOYSA-N,3.194,3.0542405,3.194,3.2250473,3.194,3.2558072,3.194,3.2551003,3.194,3.0020535,3.194,3.0518172
NMTHHGURWWRBIF-IAASQWLWSA-N,2.628,2.5014677,2.628,2.7580788,2.628,2.6570964,2.628,2.7005444,2.628,2.7196238,2.628,2.6519108
CKDMXQOURGFFEJ-UYUDMQGKSA-N,3.078,2.9231243,3.078,3.0269368,3.078,3.167131,3.078,2.9728549,3.078,3.0906072,3.078,2.9156191
FGJJLGQXLMJTDH-XFEUYYMJSA-N,2.735,2.598824,2.735,2.7039824,2.735,2.732263,2.735,2.680115,2.735,2.8492837,2.735,2.7106023
WBVGWZOIBYGQBT-UHFFFAOYSA-N,3.144,2.79679,3.144,2.8256118,3.144,2.9766462,3.144,2.912327,3.144,2.95935,3.144,2.8158715
QUXRYXBFRDTRDD-UHFFFAOYSA-N,2.745,2.8057904,2.745,2.7768242,2.745,2.6194587,2.745,2.749363,2.745,2.75411,2.745,2.892668
GXKJIVBMDLSRRA-WJMGCSMVSA-N,2.415,2.3317418,2.415,2.302728,2.415,2.3735156,2.415,2.5010097,2.415,2.3466344,2.415,2.5228345
DXNFKEYWZKMIFV-QKGGVJACSA-N,3.17,2.9868526,3.17,3.0771687,3.17,3.1992087,3.17,3.1614404,3.17,2.9628177,3.17,2.8808517
XQFNSJLSVIIWKR-JRQAYPRISA-N,2.627,2.485238,2.627,2.3483412,2.627,2.5924911,2.627,2.572831,2.627,2.6954443,2.627,2.7858524
MGZLPOHNITYFDD-UHFFFAOYSA-N,2.995,2.8776577,2.995,3.02546,2.995,2.8937128,2.995,3.0678556,2.995,3.0059795,2.995,2.9777899
ZRYZJRHLUMPQEF-QMTIROAESA-N,2.416,2.4969406,2.416,2.4721036,2.416,2.54185,2.416,2.493794,2.416,2.8603463,2.416,2.6527133
CGEKDHCOGDDSRQ-UHFFFAOYSA-N,2.919,2.7635467,2.919,2.7855394,2.919,2.7443392,2.919,2.721922,2.919,2.6734042,2.919,2.773135
GCJXSDJKXHWUHW-IDPLSXLHSA-N,2.322,2.431331,2.322,2.5771713,2.322,2.442293,2.322,2.5282466,2.322,2.4466712,2.322,2.6692908
FUEFGIQOTNYAHH-UHFFFAOYSA-N,2.105,2.2893934,2.105,2.1371517,2.105,2.2617934,2.105,2.249217,2.105,2.3319676,2.105,2.4635956
XGCYSYZSDVLWQU-UHFFFAOYSA-N,2.282,2.3068106,2.282,2.4159162,2.282,2.3145456,2.282,2.4879582,2.282,2.2484677,2.282,2.3658576
BEPPQTTWCRJGSZ-UHFFFAOYSA-N,3.009,2.463691,3.009,3.0349767,3.009,2.9917145,3.009,3.109745,3.009,3.0509377,3.009,2.8570092
CLVDZCYJNZFKPP-HTVDVWKISA-N,2.855,2.802147,2.855,3.0492218,2.855,2.727051,2.855,2.764577,2.855,3.009644,2.855,2.6255367
XPAKSMXOJTZUCQ-UHFFFAOYSA-N,2.152,2.2362263,2.152,2.134868,2.152,2.2123423,2.152,2.2631454,2.152,2.3792872,2.152,2.2884986
WJSFLMRGQKKBBD-UHFFFAOYSA-N,2.316,2.0913963,2.316,1.9768045,2.316,1.635583,2.316,2.1453404,2.316,2.1952875,2.316,1.8892746
DNKHMUOITVTULP-DXAZHFQVSA-N,2.454,2.508238,2.454,2.4483664,2.454,2.3090084,2.454,2.5424218,2.454,2.3797603,2.454,2.6146
MNNYORYAXVZPOS-UVBKBDARSA-N,2.97,2.596262,2.97,3.0719373,2.97,2.9809668,2.97,2.9936917,2.97,2.8032148,2.97,2.650498
UESIKSASJOPCQT-UHFFFAOYSA-N,2.217,2.5866668,2.217,2.4555326,2.217,2.654861,2.217,2.890965,2.217,2.9521248,2.217,2.6528687
GCSQFSJZGWTXJE-UHFFFAOYSA-N,2.837,2.7333977,2.837,2.7351115,2.837,2.6433563,2.837,2.8791776,2.837,2.8693252,2.837,3.000924
ZWFYDMHVZSPUSW-LMOHXTCOSA-N,2.417,2.462908,2.417,2.4771738,2.417,2.3549366,2.417,2.508741,2.417,2.506794,2.417,2.5306263
QUVVVBDAACOZQR-HCNMGLPWSA-N,2.854,2.7544992,2.854,2.8950307,2.854,2.7980552,2.854,2.7897785,2.854,2.9453576,2.854,2.9431021
WXQZEUMHECISEE-UHFFFAOYSA-N,3.013,2.8052115,3.013,2.9491925,3.013,2.9789703,3.013,2.9591312,3.013,3.0581367,3.013,3.0201874
FDWQVUKTAZBEBI-IAFHVOHVSA-N,2.282,2.270004,2.282,2.2527044,2.282,2.3427775,2.282,2.3601038,2.282,2.5566053,2.282,2.3362541
NAFANKZDTUZIHG-XOCNTVRQSA-N,3.066,2.9037414,3.066,3.1313741,3.066,3.23387,3.066,3.1073616,3.066,3.086353,3.066,3.0283697
RPNYNHOSLUSFBS-OBAYKAPFSA-N,2.694,2.67937,2.694,2.8047035,2.694,2.6022527,2.694,2.595132,2.694,2.6178772,2.694,2.7813942
IXDLYBZKLMSUMQ-UHFFFAOYSA-N,2.189,2.2723823,2.189,2.4255211,2.189,2.308344,2.189,2.4120286,2.189,2.4038012,2.189,2.4521158
QVXBUKLXFUKXCQ-HMUVZNLCSA-N,2.876,2.9394748,2.876,3.0228417,2.876,2.9492679,2.876,2.993293,2.876,3.0238621,2.876,2.968869
AULTVRPMXAIIHY-DCIPZJNNSA-N,2.357,2.5611951,2.357,2.697072,2.357,2.650097,2.357,2.6588311,2.357,2.7046087,2.357,2.7514365
NNRUHJBIRYAGHY-DPWJMMOYSA-N,2.723,2.650615,2.723,2.4974442,2.723,2.4675179,2.723,2.7498221,2.723,2.6990514,2.723,2.7266781
TUQRKENPZSTJGX-UHFFFAOYSA-N,2.553,2.5185091,2.553,2.6430027,2.553,2.587173,2.553,2.6540513,2.553,2.6674762,2.553,2.597252
IMQFBWDWMGQVSE-UHFFFAOYSA-N,3.439,3.3942719,3.439,3.407062,3.439,3.4542518,3.439,3.3492932,3.439,3.2402391,3.439,3.2973006
GTWUOFGFGRQDMA-CATFIOGKSA-N,2.864,2.8169692,2.864,2.9920719,2.864,2.90917,2.864,2.8576066,2.864,3.083526,2.864,2.9378521
QDDOSZDYQLLVGL-GZEKAAEYSA-N,3.111,2.916307,3.111,3.0287244,3.111,3.1358583,3.111,3.0518258,3.111,3.0354748,3.111,2.8607607
RCWPFYKLTFIPAF-NLYQVCPBSA-N,2.772,2.295547,2.772,2.894509,2.772,2.507666,2.772,2.6305306,2.772,2.7561333,2.772,2.7276354
GAJNACFUGXVTSF-UHFFFAOYSA-N,3.304,2.8921583,3.304,3.2833836,3.304,3.272453,3.304,3.3757424,3.304,3.0428996,3.304,2.9670486
CMPYCCUSZXYZNV-OWZODPIQSA-N,3.114,2.8451958,3.114,3.265648,3.114,3.219183,3.114,3.0737681,3.114,3.0359426,3.114,2.970562
DAQXNNJSRUJDIM-IJGKWYBRSA-N,2.853,2.643003,2.853,2.878,2.853,2.8199396,2.853,2.813778,2.853,2.9742322,2.853,2.865684
IVIJDRXUGZBSNU-UHFFFAOYSA-N,2.675,2.6031,2.675,2.7655194,2.675,2.6372383,2.675,2.7687154,2.675,2.8575168,2.675,2.879052
JEEFSXPCTANJJT-UHFFFAOYSA-N,3.101,3.0110075,3.101,3.128453,3.101,3.2461443,3.101,3.1695423,3.101,3.0019052,3.101,2.9921474
YVEYPGJNMHNYME-UHFFFAOYSA-N,3.352,3.1253216,3.352,3.0046647,3.352,3.2581518,3.352,3.3310175,3.352,3.1195462,3.352,2.991779
VOPPKOSYBNOZPW-RBWYEQHESA-N,2.756,2.8762388,2.756,2.625563,2.756,2.6440864,2.756,2.6375673,2.756,2.9405158,2.756,2.8625584
IDLYDCOQEJJCIA-IRECXSHYSA-N,2.993,2.8550918,2.993,2.955883,2.993,3.3775792,2.993,3.2158384,2.993,2.9960334,2.993,2.8025572
YSNWKBIDEBPWGK-UHFFFAOYSA-N,3.449,2.6415544,3.449,2.977471,3.449,3.2344818,3.449,3.1932533,3.449,3.1101396,3.449,2.5080233
KJKIEKRCZIOYDF-MXMBEUPOSA-N,3.217,2.6921885,3.217,3.0194035,3.217,3.0674183,3.217,3.0689855,3.217,2.9508224,3.217,2.9557848
WNIWOWFFPYARBX-UHFFFAOYSA-N,3.381,3.3738666,3.381,3.240554,3.381,3.4179265,3.381,3.479939,3.381,3.19071,3.381,3.2905781
FRROIGPXCWSVIZ-GMXNEKCESA-N,2.729,2.1501217,2.729,2.9055696,2.729,2.1636052,2.729,2.735219,2.729,2.8511388,2.729,2.5272338
DSVOPGXLDOUSAP-INRUPRTJSA-N,2.931,2.8955157,2.931,2.9645133,2.931,2.9435382,2.931,2.9814155,2.931,3.0825229,2.931,3.0514736
CPEJVDXSEVSXEW-UIZGZAPOSA-N,3.337,3.1365736,3.337,3.2887013,3.337,3.3368201,3.337,3.4232104,3.337,3.1567082,3.337,3.0936818
GQDSVWHAZUZIPY-VKVKMMGJSA-N,2.946,2.9731295,2.946,3.0406406,2.946,2.9455557,2.946,2.9698877,2.946,3.2513783,2.946,3.2391376
UIMCOELJFHZPGL-RRAIRRSJSA-N,2.228,2.3924825,2.228,2.431516,2.228,2.4453294,2.228,2.3687043,2.228,2.3602517,2.228,2.3675632
ZAIJYAASYXTVOO-QYLRMFNQSA-N,2.886,2.697016,2.886,2.6971538,2.886,2.7894645,2.886,2.9009616,2.886,2.8177888,2.886,2.9570396
HDVHAJLCZCRJOG-UHFFFAOYSA-N,2.217,2.3125715,2.217,2.3344371,2.217,2.3383443,2.217,2.3309064,2.217,2.3753166,2.217,2.6599321
MLKVPGDMIVKEOC-UHFFFAOYSA-N,3.18,2.9833672,3.18,3.4663818,3.18,3.2797885,3.18,3.3314939,3.18,3.0026524,3.18,2.9952703
CTWKDPREMFKDLB-UHFFFAOYSA-N,3.117,2.8861542,3.117,3.0155945,3.117,3.2053225,3.117,3.1558683,3.117,3.1090422,3.117,2.944932
IJRHUKAZFQTLIW-UHFFFAOYSA-N,2.645,2.5678499,2.645,2.6397545,2.645,2.831548,2.645,2.8378973,2.645,3.0031312,2.645,2.7426279
XXYSTRPXLOZJKR-UHFFFAOYSA-N,2.849,2.708588,2.849,2.8046656,2.849,2.82917,2.849,2.822396,2.849,2.7438953,2.849,2.679539
GZINLILWXVFTQA-JAVXJAORSA-N,2.969,2.8328137,2.969,2.927003,2.969,2.987342,2.969,3.0541296,2.969,2.9113498,2.969,2.9867773
UAYOQKPTAGZBNX-UHFFFAOYSA-N,2.956,2.8279843,2.956,2.9726372,2.956,2.9156861,2.956,3.0686083,2.956,3.103644,2.956,2.9426916
QEOSFMPFEPDAMJ-UHFFFAOYSA-N,3.297,3.3568118,3.297,3.23322,3.297,3.3647666,3.297,3.2129517,3.297,3.2596264,3.297,3.2525268
RGGYRDFVDCNKNK-UHFFFAOYSA-N,2.68,2.7188725,2.68,2.9439006,2.68,2.7235582,2.68,2.8576486,2.68,3.2389653,2.68,2.980764
USWRLBNOPQYCLQ-UHFFFAOYSA-N,2.618,2.6151178,2.618,2.6423833,2.618,2.5674114,2.618,2.6189518,2.618,2.6141396,2.618,2.5130584
DLICXXZHRZZEMT-UHFFFAOYSA-N,3.248,3.2460902,3.248,3.271884,3.248,3.13934,3.248,3.350244,3.248,3.2240148,3.248,3.089425
XPSLBBBZGUXMFW-RSFXEFQESA-N,3.024,2.8525,3.024,2.9422696,3.024,2.895873,3.024,2.9796727,3.024,3.0977724,3.024,2.805585
ZFYHMZGLAOBQQH-UHFFFAOYSA-N,3.3,3.1225903,3.3,3.3067064,3.3,3.266226,3.3,3.4653144,3.3,3.1108267,3.3,3.049233
MSNLQXPGWPISAC-SBKYEYBLSA-N,2.635,2.6837873,2.635,2.967279,2.635,3.2950623,2.635,3.1006598,2.635,2.9926643,2.635,2.7652385
UVTCHUPKJGXOKG-UHFFFAOYSA-N,2.71,2.4593117,2.71,2.8044612,2.71,2.7527976,2.71,2.776679,2.71,2.7192457,2.71,2.6294293
DJBJKKFGSHVOSU-UHFFFAOYSA-N,3.432,3.3092902,3.432,3.362875,3.432,3.402166,3.432,3.4515,3.432,3.2519326,3.432,3.176731
YPYNKLQYASAFEE-VKVKMMGJSA-N,3.304,2.8454232,3.304,2.9960268,3.304,3.1885219,3.304,3.1641738,3.304,2.9750154,3.304,2.8411167
ZFOFOBHGECZSSN-IHJAZBTASA-N,3.145,2.891081,3.145,3.0557787,3.145,3.21222,3.145,3.080945,3.145,3.059516,3.145,2.9647634
NXLCOUGHACVYDU-WGXXZSORSA-N,3.102,2.6761832,3.102,2.935961,3.102,3.1259115,3.102,3.143275,3.102,2.9925127,3.102,2.8611505
FPJAOILHFVCYAC-UHFFFAOYSA-N,3.218,2.8546004,3.218,2.9716623,3.218,3.0289006,3.218,3.1066186,3.218,3.0442846,3.218,3.007964
KGIZCPQJRNTHBC-UHFFFAOYSA-N,2.536,2.5173554,2.536,2.5647767,2.536,2.559836,2.536,2.572012,2.536,2.6003442,2.536,2.5236783
FNJAKJKGACJTSI-UHFFFAOYSA-N,2.522,2.68902,2.522,2.8366377,2.522,2.6247027,2.522,2.9213307,2.522,2.9617105,2.522,2.555469
QLSDKFHEPBDMNV-GEJBITAWSA-N,3.015,2.9637837,3.015,3.0114868,3.015,3.0965755,3.015,3.0426621,3.015,2.9543624,3.015,2.7744915
ANRFYNRPVSKGEZ-JYRYJVDKSA-N,2.668,2.6534479,2.668,2.6668217,2.668,2.591994,2.668,2.632229,2.668,2.6038532,2.668,2.6745167
XWBSNWDJULJJLH-ZBHPTHKISA-N,2.23,2.4825764,2.23,2.6303308,2.23,2.508884,2.23,2.245344,2.23,2.489181,2.23,2.5823538
DTVUCVWRYVQFQC-ASLZBUMRSA-N,2.877,2.7687383,2.877,2.7260292,2.877,2.7781384,2.877,2.8778222,2.877,2.8262398,2.877,2.9326108
HWHUEQHWFBRTMZ-UHFFFAOYSA-N,2.088,2.1924107,2.088,2.0472128,2.088,2.1518035,2.088,2.3180597,2.088,2.2492013,2.088,2.2024236
YLIPXPVSIGMCOJ-UHFFFAOYSA-N,2.287,2.4444659,2.287,2.4287043,2.287,2.4801056,2.287,2.5046973,2.287,2.5617347,2.287,2.4851518
VEFIKLHBOJZKIM-IBRYAZTGSA-N,2.253,2.2364762,2.253,2.0936408,2.253,2.292427,2.253,2.3143039,2.253,2.2205224,2.253,2.4564755
LWWKSUNGPZUCCD-UHFFFAOYSA-N,2.368,2.804996,2.368,2.526614,2.368,2.8084197,2.368,2.7000408,2.368,2.903726,2.368,2.7651935
GLZAHPVRPQTANX-OBUAHGEASA-N,2.812,2.7750766,2.812,2.8406363,2.812,2.8660016,2.812,2.9675326,2.812,2.8426561,2.812,2.8102512
GTASILWJGISFJV-ZQEMPLQTSA-N,3.056,2.9831457,3.056,3.0971406,3.056,3.1467493,3.056,3.1738272,3.056,2.9513674,3.056,3.016949
KFUMHRAAPKBKJB-UCXVKNHOSA-N,1.992,2.3305829,1.992,2.3820815,1.992,2.205188,1.992,2.3083348,1.992,2.665111,1.992,2.5329154
PQUHJHZJIKRUNJ-GUVJYNHYSA-N,2.876,2.770389,2.876,3.0377715,2.876,2.9200115,2.876,2.8589838,2.876,3.1448839,2.876,3.034871
QHAQWDRSOJOENR-UHFFFAOYSA-N,2.526,2.3543625,2.526,2.479029,2.526,2.579452,2.526,2.5732868,2.526,2.4506397,2.526,2.6956308
ONRYEVMXJVZLJM-OBUAHGEASA-N,3.133,2.9368134,3.133,3.1284144,3.133,3.2382946,3.133,3.105267,3.133,3.0528107,3.133,2.8986392
COMKVBCNTANGEO-RIDPHKLGSA-N,2.51,2.672384,2.51,2.5729644,2.51,2.4983542,2.51,2.5801868,2.51,2.2762377,2.51,2.4360323
RKEKUIGXHLPHGH-UHFFFAOYSA-N,3.097,3.0083883,3.097,3.00282,3.097,3.1886072,3.097,3.066403,3.097,3.0882902,3.097,3.0180273
NJRJECYRMVIMMX-UHFFFAOYSA-N,2.412,2.3558967,2.412,2.4213903,2.412,2.3104527,2.412,2.3880484,2.412,2.4496257,2.412,2.4586287
DHALBYIVFGPKOM-AJRUATDOSA-N,3.135,2.892092,3.135,3.046368,3.135,2.949547,3.135,2.9990153,3.135,2.948903,3.135,2.8869398
ZPDDMDXPBVIFRR-UHFFFAOYSA-N,3.277,2.9027784,3.277,2.9866338,3.277,3.067921,3.277,3.2204142,3.277,3.1118433,3.277,3.0441737
CUXABJJCEFVTPM-UHFFFAOYSA-N,3.431,3.4549553,3.431,3.3948493,3.431,3.4496496,3.431,3.3747287,3.431,3.2638612,3.431,3.243858
WFEPLCOWEVTIHJ-NNODZFFKSA-N,2.62,2.238205,2.62,2.483829,2.62,2.5509574,2.62,2.735145,2.62,2.7084153,2.62,2.4617405
QOUHSZTYSQYQED-DALJGNGJSA-N,2.846,2.908361,2.846,3.0083816,2.846,2.9589164,2.846,3.010666,2.846,3.091383,2.846,3.1144295
CYSOJCZBYMDAOO-CXVMZADYSA-N,3.082,2.8389192,3.082,3.131583,3.082,3.0427854,3.082,3.0599136,3.082,2.8953562,3.082,2.941272
IEPMYBCCMAJZJM-UHFFFAOYSA-N,2.618,2.4782207,2.618,2.642729,2.618,2.8300862,2.618,2.6074111,2.618,2.569287,2.618,2.4930434
ZTBCCXCXQYFBTA-HKLOFMRXSA-N,2.648,2.4350543,2.648,2.6052246,2.648,2.7553422,2.648,2.6806264,2.648,2.8263917,2.648,2.84234
GMFOHNHYHFZNSJ-UHFFFAOYSA-N,3.01,2.8959012,3.01,2.9701555,3.01,2.9186592,3.01,2.8977053,3.01,3.010966,3.01,2.9133127
SSCPXQJNJKFZFE-UHFFFAOYSA-N,2.071,2.163768,2.071,2.2201004,2.071,2.1689382,2.071,2.1667721,2.071,2.4501584,2.071,2.3652315
LRGYBVVBIHPOKL-CXVMZADYSA-N,2.915,2.9119422,2.915,3.1656823,2.915,2.9578593,2.915,3.0564582,2.915,3.05794,2.915,2.9378133
HWTPSURABKJHHC-BEAKBCIDSA-N,2.689,2.750086,2.689,2.7550879,2.689,2.701924,2.689,2.7675333,2.689,2.7762403,2.689,2.5290687
TUHJQKWRLAACRV-LEXORQHVSA-N,3.017,2.7754283,3.017,2.9682472,3.017,2.6855044,3.017,2.9092228,3.017,3.0383692,3.017,2.7053196
XTAGDRDNCLLVTH-MMNOQXOMSA-N,2.221,2.049268,2.221,2.2797668,2.221,2.1838253,2.221,2.0151427,2.221,2.2138553,2.221,2.3073328
JEJOWBXUTHBZNP-UHFFFAOYSA-N,2.973,2.9451175,2.973,3.0626445,2.973,2.9857497,2.973,3.0475376,2.973,3.2963488,2.973,3.1227298
MMGVVBHAVOFWCW-YGFWVEFZSA-N,2.551,2.5863764,2.551,2.5809052,2.551,2.3365247,2.551,2.536181,2.551,2.606844,2.551,2.5234957
LBEXUBMGILWXNA-UHFFFAOYSA-N,3.451,3.2640793,3.451,3.2577035,3.451,3.368159,3.451,3.3041136,3.451,3.2490597,3.451,3.2399704
HPCZCUKGTRUIAO-UHFFFAOYSA-N,3.083,2.6566339,3.083,2.9872892,3.083,3.2809947,3.083,3.034891,3.083,2.948981,3.083,2.824667
QXQQOYFYUCMLMO-QQSAMKETSA-N,3.172,3.048309,3.172,3.083205,3.172,3.1418173,3.172,2.9976788,3.172,3.0394282,3.172,2.9857397
OFPKRIJYLPXVGG-UHFFFAOYSA-N,3.205,2.8126063,3.205,3.1077178,3.205,3.2482212,3.205,2.952176,3.205,3.1832647,3.205,2.7238228
FNDRCYSWXCLKCF-HOKWUGLCSA-N,2.578,2.4535534,2.578,2.5808234,2.578,2.5976717,2.578,2.5413005,2.578,2.5571947,2.578,2.467145
KOWRMERYWFDGCB-UHFFFAOYSA-N,2.812,2.7056491,2.812,2.9714315,2.812,2.8919723,2.812,2.6772692,2.812,2.9208457,2.812,2.7470932
PBMSWRYEJAPWSP-UHFFFAOYSA-N,2.831,2.7922666,2.831,2.6256623,2.831,2.8436978,2.831,2.754971,2.831,2.744461,2.831,2.798422
WMIKEZXMQPFUNF-UHFFFAOYSA-N,2.912,2.8281846,2.912,2.9644134,2.912,2.8766017,2.912,3.0673058,2.912,2.8329453,2.912,2.946115
FITSYRAEBJIQSO-UHFFFAOYSA-N,2.702,2.4061298,2.702,2.7843902,2.702,2.5345185,2.702,2.6217952,2.702,2.6423445,2.702,2.6707852
FMAREPDTJRLHAS-UHFFFAOYSA-N,3.301,2.868149,3.301,3.1546886,3.301,3.2886183,3.301,3.2461414,3.301,2.988341,3.301,2.8856215
AIHCKEGEZHDBQJ-UHFFFAOYSA-N,3.255,3.300178,3.255,3.2374113,3.255,3.273005,3.255,3.2059212,3.255,3.288233,3.255,3.2565632
BYDWSKWEZBBRST-XDVNEXBFSA-N,2.846,2.6689513,2.846,2.9216363,2.846,2.818294,2.846,2.8448617,2.846,2.9802864,2.846,2.7066922
BDGZFCBATWGMAW-WCRKGUFQSA-N,2.475,2.443557,2.475,2.3574624,2.475,2.5700758,2.475,2.6413043,2.475,2.7330625,2.475,2.581461
LHBAPBCNVWQNDJ-RVDKCFQWSA-N,2.957,2.8464897,2.957,2.9737604,2.957,2.8770528,2.957,2.87634,2.957,2.9565701,2.957,2.9797597
SPTJYNIMMRBVLQ-UHFFFAOYSA-N,3.059,2.887346,3.059,2.9974802,3.059,2.896028,3.059,2.9132066,3.059,2.9247897,3.059,2.9816506
AKRQXBKRALIARD-UHFFFAOYSA-N,3.103,3.0059485,3.103,3.0080497,3.103,3.141329,3.103,3.130437,3.103,3.1055298,3.103,3.02361
