,PaiNN_true_ES1,PaiNN_pred_ES1,SchNet_true_ES1,SchNet_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
CKXMKDAVOBPCTG-UHFFFAOYSA-N,2.617,2.81964,2.617,2.8137484,2.617,2.8163207,2.617,2.79698,2.617,2.8312893,2.617,2.9568963
GRERMEBBEBCWLX-LWXYIQRISA-N,3.445,2.822035,3.445,2.8190455,3.445,2.816193,3.445,2.7967942,3.445,2.8212905,3.445,2.7937014
ARDQIBZMLALXAH-UHFFFAOYSA-N,2.877,2.8240945,2.877,2.8174574,2.877,2.8152428,2.877,2.7970355,2.877,2.8242574,2.877,3.0216968
IFNONSXGJDOOPQ-UHFFFAOYSA-N,2.887,2.8271399,2.887,2.8275037,2.887,2.8141043,2.887,2.7970138,2.887,2.8268197,2.887,2.8774948
OWTHDLYTMAJOIY-UHFFFAOYSA-N,2.68,2.820066,2.68,2.8184566,2.68,2.8131316,2.68,2.7970068,2.68,2.8300478,2.68,2.8365188
VENDPBNVFOKYDN-YBJXZNOMSA-N,2.513,2.8216224,2.513,2.8161237,2.513,2.817073,2.513,2.7967162,2.513,2.8205023,2.513,2.7646754
DAMXQOJPIHEFFN-ACBCMYITSA-N,3.246,2.8279645,3.246,2.8157299,3.246,2.816685,3.246,2.7969818,3.246,2.8262982,3.246,2.7455022
QNPCORNVZLDSBX-AAPHRLRXSA-N,2.638,2.8257275,2.638,2.8189318,2.638,2.8148935,2.638,2.7970085,2.638,2.8271556,2.638,2.9156108
YEWKIYFDWZLWGH-HQLNTWEKSA-N,2.857,2.8301666,2.857,2.815828,2.857,2.8169544,2.857,2.7970014,2.857,2.825737,2.857,3.1046226
OZSFCFFKGDLOOT-QLYAJUDASA-N,2.088,2.8274302,2.088,2.8172648,2.088,2.814769,2.088,2.7969656,2.088,2.825439,2.088,2.7916186
BSYYLXDPXBNPPV-PEEYQIPOSA-N,2.513,2.8285391,2.513,2.815279,2.513,2.8179364,2.513,2.796995,2.513,2.8258464,2.513,3.036791
VOBSBAVHVWYPQM-PHNOKIGVSA-N,3.275,2.8324578,3.275,2.8219743,3.275,2.8168426,3.275,2.7970169,3.275,2.8190358,3.275,2.864676
OWHPRIMEEYZPNZ-UHFFFAOYSA-N,3.354,2.8220208,3.354,2.8190076,3.354,2.8125532,3.354,2.7970297,3.354,2.8323581,3.354,2.754948
KKJQOAOSQFZOSV-UTXUFXGVSA-N,2.976,2.8254297,2.976,2.8175495,2.976,2.816342,2.976,2.7970333,2.976,2.823709,2.976,3.0252748
SJWSDNMWELXPRO-RQRWGXNHSA-N,2.496,2.821056,2.496,2.8153908,2.496,2.8162751,2.496,2.796997,2.496,2.8191578,2.496,2.806661
LMAHESWUQVIPCJ-NNOOIMGWSA-N,2.789,2.824246,2.789,2.8197222,2.789,2.8142693,2.789,2.7970276,2.789,2.8300073,2.789,3.0617893
BLUQJSJMJWXGBF-UHFFFAOYSA-N,2.59,2.8252583,2.59,2.817064,2.59,2.8158455,2.59,2.7970328,2.59,2.8228698,2.59,2.8311489
DOONCRCJPIGBAX-UHFFFAOYSA-N,2.203,2.8247333,2.203,2.8208673,2.203,2.8134108,2.203,2.7970157,2.203,2.8280113,2.203,2.8143885
FSUDZKBDDPBUSY-ULXPUVHCSA-N,2.32,2.8263533,2.32,2.815851,2.32,2.8164387,2.32,2.7969866,2.32,2.823469,2.32,2.8260567
RCPMYCSHHFVPCW-UHFFFAOYSA-N,2.664,2.8228528,2.664,2.8151214,2.664,2.8163002,2.664,2.7970042,2.664,2.8204641,2.664,2.814582
MQZFHXPMRLBKDC-UHFFFAOYSA-N,3.678,2.8236244,3.678,2.8189185,3.678,2.8166666,3.678,2.7970176,3.678,2.8203864,3.678,2.8559735
ALFKTQYJXGJOHC-SNMXQKHOSA-N,2.515,2.8225415,2.515,2.8177574,2.515,2.8159235,2.515,2.7970014,2.515,2.82436,2.515,2.8934908
IYBFUUKJLTUCSZ-NGBFVLQYSA-N,3.295,2.8289266,3.295,2.81712,3.295,2.816536,3.295,2.7970257,3.295,2.828107,3.295,2.937205
SRLPMWBSGDXBTO-QEIODMTQSA-N,3.03,2.8292768,3.03,2.8177383,3.03,2.8175156,3.03,2.7969778,3.03,2.8187826,3.03,2.8163724
VBASCHWENQBXDU-UHFFFAOYSA-N,2.195,2.8270895,2.195,2.815132,2.195,2.8153467,2.195,2.7969983,2.195,2.8267336,2.195,2.8094738
NKMGVQCYQIAAGP-KVLYFZCPSA-N,2.252,2.8251314,2.252,2.8158646,2.252,2.8156507,2.252,2.7970185,2.252,2.825436,2.252,2.8152792
VFKMLSPOFKGVEG-UHFFFAOYSA-N,2.75,2.8269203,2.75,2.819418,2.75,2.8148322,2.75,2.7969956,2.75,2.8261373,2.75,2.848378
WUEBFEFRHUWMLB-GUVJYNHYSA-N,2.921,2.8290956,2.921,2.8168585,2.921,2.8173683,2.921,2.7970378,2.921,2.8194144,2.921,2.8426738
WMTQVKGVAJDVTD-UHFFFAOYSA-N,3.021,2.829463,3.021,2.81244,3.021,2.8179781,3.021,2.796985,3.021,2.8255627,3.021,2.8330424
OXGFYHIKOPYSRH-UHFFFAOYSA-N,3.326,2.8275743,3.326,2.8144803,3.326,2.815803,3.326,2.7969909,3.326,2.8264806,3.326,2.8041964
YKIWBCDHCBROFG-UHFFFAOYSA-N,2.262,2.8196664,2.262,2.816959,2.262,2.815647,2.262,2.7970142,2.262,2.8215706,2.262,3.0359547
FITVTJNHNXTJAE-RDZXBHBDSA-N,2.88,2.8228915,2.88,2.8148699,2.88,2.8154867,2.88,2.7968242,2.88,2.839254,2.88,2.9213538
NCJBYNCGIUZFHZ-MUXKCCDJSA-N,3.497,2.82438,3.497,2.8171048,3.497,2.8152494,3.497,2.7967808,3.497,2.8256905,3.497,2.7521896
RKGFGQXJIQXTLS-AKOOKZATSA-N,2.568,2.828624,2.568,2.814519,2.568,2.817884,2.568,2.797001,2.568,2.8262622,2.568,2.9049685
RKRKLJMZCSEMEH-UHFFFAOYSA-N,2.826,2.8199413,2.826,2.8142362,2.826,2.8143055,2.826,2.796986,2.826,2.8269072,2.826,2.8748288
XJLYXLFSJRSXOC-UHFFFAOYSA-N,3.002,2.826796,3.002,2.8131056,3.002,2.8171413,3.002,2.7970023,3.002,2.8246083,3.002,2.8221114
HFFGJXGRUVGTPL-UHFFFAOYSA-N,3.256,2.8236105,3.256,2.817446,3.256,2.8184736,3.256,2.796987,3.256,2.822742,3.256,2.8352637
DWNHFCBGHGLSFH-UHFFFAOYSA-N,3.044,2.827126,3.044,2.8213153,3.044,2.8142583,3.044,2.7969966,3.044,2.8290212,3.044,2.839437
MUHXELHBOUWYLM-NOZFPZSGSA-N,2.794,2.8257844,2.794,2.8155746,2.794,2.8179247,2.794,2.7970095,2.794,2.824116,2.794,3.046628
SVXLGKRLVSQURA-UHFFFAOYSA-N,0.15,2.8258305,0.15,2.8184366,0.15,2.8166676,0.15,2.796993,0.15,2.8261766,0.15,2.80757
ZPMGMURQOOUZAN-UHFFFAOYSA-N,2.516,2.8299456,2.516,2.812651,2.516,2.8180423,2.516,2.7969813,2.516,2.8255334,2.516,2.893533
XBZSXCKPYRZRGJ-RVDKCFQWSA-N,2.665,2.8318536,2.665,2.8217537,2.665,2.8162935,2.665,2.7970161,2.665,2.8269281,2.665,2.8813176
PXUMMXDVUZLIJI-UHFFFAOYSA-N,2.237,2.8254724,2.237,2.8164415,2.237,2.8156235,2.237,2.797011,2.237,2.8270893,2.237,2.964502
KDXGEEWAMSFTQB-SEAWODQXSA-N,3.135,2.8287716,3.135,2.8172565,3.135,2.8173668,3.135,2.7970345,3.135,2.8237042,3.135,2.8160534
DPXKLTMDUBZELQ-VVEDTRTISA-N,3.075,2.8253787,3.075,2.8190832,3.075,2.8157275,3.075,2.7970002,3.075,2.8238802,3.075,2.9571025
KVWGGMAVQOIPJE-WRPPCOEXSA-N,2.026,2.8298466,2.026,2.8146129,2.026,2.8177443,2.026,2.7970097,2.026,2.8246465,2.026,3.273853
RBVJMRLORUXYOB-UHFFFAOYSA-N,3.31,2.8298066,3.31,2.8131244,3.31,2.8180344,3.31,2.7969642,3.31,2.8256454,3.31,2.8577936
KFDZTDREIRYEMY-IURWMYGYSA-N,2.668,2.823927,2.668,2.817005,2.668,2.8141046,2.668,2.7970135,2.668,2.826088,2.668,2.885328
HVESMQAWJUBTIN-UHFFFAOYSA-N,2.691,2.8261745,2.691,2.8230941,2.691,2.813028,2.691,2.797016,2.691,2.829939,2.691,2.853416
DZQBARBGHCMMDV-DVRIZHICSA-N,2.529,2.8253343,2.529,2.8173141,2.529,2.81547,2.529,2.7969973,2.529,2.8266494,2.529,2.8274922
LOCOIVTTXLEIMU-LEMWJGLLSA-N,3.287,2.8192484,3.287,2.8161335,3.287,2.8155801,3.287,2.7970028,3.287,2.8237293,3.287,2.7897158
XNSUOBIFQRNRBK-HZQMBONKSA-N,2.668,2.823785,2.668,2.8152146,2.668,2.8168023,2.668,2.7970023,2.668,2.8259053,2.668,2.8106825
LTCWPHVCNWIPBR-UHFFFAOYSA-N,2.19,2.819256,2.19,2.8177102,2.19,2.8143642,2.19,2.797003,2.19,2.830655,2.19,2.8376653
RDPUXXWXRKEQNB-GUEMFZGYSA-N,0.891,2.8261397,0.891,2.8196332,0.891,2.8161438,0.891,2.7970066,0.891,2.8244443,0.891,2.8617604
RKYKMMZRSJMXHA-UHFFFAOYSA-N,2.883,2.8234673,2.883,2.81649,2.883,2.8161063,2.883,2.797013,2.883,2.8242228,2.883,2.8028605
CIDPPOOEDDZVDZ-AEVGBRMKSA-N,2.855,2.8180032,2.855,2.8172202,2.855,2.8150003,2.855,2.7970307,2.855,2.8212993,2.855,2.8078136
JVDFYZNBZZNIMK-BDYNVOIQSA-N,2.309,2.8267536,2.309,2.8170514,2.309,2.8171039,2.309,2.7970262,2.309,2.8245573,2.309,2.9887652
ZYGFKBVNURUPEG-WXQUPVAFSA-N,3.003,2.8306298,3.003,2.814658,3.003,2.8180017,3.003,2.7970054,3.003,2.8240027,3.003,3.086856
UCOFIEWXCPIICQ-UHFFFAOYSA-N,2.915,2.828739,2.915,2.800718,2.915,2.8171835,2.915,2.797026,2.915,2.8266916,2.915,2.8023152
DZVOTAUFBWOVSJ-UHFFFAOYSA-N,2.803,2.8272672,2.803,2.822906,2.803,2.8130357,2.803,2.7970028,2.803,2.8343349,2.803,2.8186457
GFDJOXKRYBZHCD-UGHALTJFSA-N,2.601,2.8182757,2.601,2.8174374,2.601,2.8154469,2.601,2.7969913,2.601,2.8193877,2.601,2.794049
ZPGNBJFCJOSPTP-WJMFJECKSA-N,3.311,2.8252218,3.311,2.818694,3.311,2.8144975,3.311,2.7969778,3.311,2.8229668,3.311,2.8039598
TXSNQARLIMGLTM-KXYJPHMPSA-N,3.058,2.825113,3.058,2.8166099,3.058,2.815705,3.058,2.797021,3.058,2.823658,3.058,2.9096358
RALKMEHJUSVHBK-UHFFFAOYSA-N,2.201,2.8215466,2.201,2.8140674,2.201,2.8171475,2.201,2.7970045,2.201,2.8204014,2.201,2.833104
KPNHXFUGTTWAFG-OQMLARFNSA-N,2.972,2.8263304,2.972,2.8170998,2.972,2.8172305,2.972,2.7970078,2.972,2.8242707,2.972,3.0268266
SUTOIXNVUAEQHH-UHFFFAOYSA-N,2.416,2.8237882,2.416,2.820776,2.416,2.8138206,2.416,2.7970154,2.416,2.8290539,2.416,2.8221984
ILHLYKYEBDMAJY-KGPFBWDFSA-N,2.224,2.8265855,2.224,2.8211646,2.224,2.8162143,2.224,2.7970247,2.224,2.83486,2.224,2.9706118
OURNNYHPUDZRNW-UHFFFAOYSA-N,2.212,2.826247,2.212,2.8158085,2.212,2.8175137,2.212,2.797032,2.212,2.8222878,2.212,2.8979151
CLTNZVXWMKCUOG-ZXZXFYJMSA-N,2.387,2.8284671,2.387,2.81644,2.387,2.8178725,2.387,2.7970173,2.387,2.8237019,2.387,2.904553
PASHUVPMUHZPOX-UHFFFAOYSA-N,2.554,2.8267884,2.554,2.8160307,2.554,2.8156645,2.554,2.7970183,2.554,2.824881,2.554,2.8096437
YSSZUFVOOGXFJJ-UHVKGMENSA-N,2.645,2.8249135,2.645,2.8156738,2.645,2.816045,2.645,2.7970276,2.645,2.823597,2.645,2.8964646
PTVUWFYTSAOCKZ-UHFFFAOYSA-N,2.862,2.8215218,2.862,2.8194153,2.862,2.8136714,2.862,2.7969913,2.862,2.8250227,2.862,2.830286
YITCZBUHQZORFL-UHFFFAOYSA-N,2.942,2.8225882,2.942,2.8167048,2.942,2.817441,2.942,2.7970166,2.942,2.8208973,2.942,2.8347898
CDJXEUZQCLZCOA-NKCYNRQTSA-N,3.376,2.8301637,3.376,2.8167562,3.376,2.8175814,3.376,2.7969956,3.376,2.8263032,3.376,3.0745177
XJUDIHXIUWXVSK-UHFFFAOYSA-N,3.278,2.828839,3.278,2.8157513,3.278,2.8173957,3.278,2.7970188,3.278,2.8233767,3.278,2.812899
FGBAEEUUTPAVNI-UHFFFAOYSA-N,3.206,2.8271747,3.206,2.8159564,3.206,2.8160262,3.206,2.7969863,3.206,2.8345773,3.206,2.7981298
SAPYUJCQRBPWBF-UHFFFAOYSA-N,2.688,2.818927,2.688,2.8213289,2.688,2.8128867,2.688,2.7969904,2.688,2.8266084,2.688,2.831358
KPVWDAFZULBLAF-UHFFFAOYSA-N,3.134,2.8209577,3.134,2.8146243,3.134,2.8155742,3.134,2.797021,3.134,2.8217936,3.134,2.9313374
YBXYAMOHNINZOL-FTXZBQHXSA-N,2.203,2.8239064,2.203,2.8168216,2.203,2.8178658,2.203,2.796997,2.203,2.8232949,2.203,3.0004327
LCOHNZHHQNPMFY-UHFFFAOYSA-N,3.379,2.8256092,3.379,2.8168328,3.379,2.81623,3.379,2.797055,3.379,2.8227005,3.379,2.8630903
AAQRWUAUKWTNON-UHFFFAOYSA-N,3.421,2.8227897,3.421,2.8185923,3.421,2.8141575,3.421,2.797003,3.421,2.8282056,3.421,2.7745593
OZDLMSUILZBUEP-CSYSDLSKSA-N,1.879,2.8262494,1.879,2.816657,1.879,2.8175633,1.879,2.797026,1.879,2.8228345,1.879,2.933933
MKODRVWYZKGSNF-UHFFFAOYSA-N,2.663,2.8261576,2.663,2.8291268,2.663,2.8130238,2.663,2.7970147,2.663,2.830058,2.663,2.8479402
HEZPHBDLBAYLER-UHFFFAOYSA-N,2.957,2.824387,2.957,2.8143756,2.957,2.815173,2.957,2.7969995,2.957,2.8261175,2.957,2.8149016
FHJXCXWCYAGKFV-SPYKILETSA-N,2.632,2.8215287,2.632,2.8187594,2.632,2.8151948,2.632,2.7963924,2.632,2.8235857,2.632,2.8103387
KMFZSKYMMQAYGX-JSDNDDBKSA-N,3.512,2.8264894,3.512,2.8172832,3.512,2.817798,3.512,2.797041,3.512,2.8225434,3.512,2.9498117
YFWVMVITHLZKCM-NLDPNCIYSA-N,2.702,2.8187096,2.702,2.8179247,2.702,2.8146071,2.702,2.797014,2.702,2.82448,2.702,2.8329523
HOHSUYJIMIHWGY-QVGWBTEESA-N,3.269,2.8244526,3.269,2.8169494,3.269,2.8171093,3.269,2.7970235,3.269,2.8232684,3.269,2.9879334
CWCFQULZVZIYQI-ZOAUSRBZSA-N,3.366,2.8265736,3.366,2.8160486,3.366,2.8161762,3.366,2.797009,3.366,2.8241177,3.366,2.8819492
LCTJKJYEQHIOBX-UHFFFAOYSA-N,2.248,2.8266833,2.248,2.8176985,2.248,2.8136036,2.248,2.796997,2.248,2.829531,2.248,2.81605
AVKWLNPYZHTZNM-UHFFFAOYSA-N,3.309,2.82304,3.309,2.8147416,3.309,2.8175979,3.309,2.797023,3.309,2.8229258,3.309,2.8394163
LTHXMEJHBWZWNE-UHFFFAOYSA-N,3.263,2.815547,3.263,2.8153584,3.263,2.8129613,3.263,2.7970192,3.263,2.8247533,3.263,2.7890582
RJVJEQPWXPRWGF-UHFFFAOYSA-N,2.912,2.8299673,2.912,2.8185377,2.912,2.8171222,2.912,2.7967777,2.912,2.8259537,2.912,2.8707926
RCRPOBLUPNLLGN-UHFFFAOYSA-N,2.534,2.827301,2.534,2.8171883,2.534,2.8175654,2.534,2.7970185,2.534,2.823755,2.534,2.9945061
KGWULQQBPHCTTP-JAVCYFNSSA-N,2.343,2.8250277,2.343,2.8172977,2.343,2.8152032,2.343,2.797021,2.343,2.8235662,2.343,2.907389
NQYPOHIKCOGUHU-CLFCKGBTSA-N,3.252,2.8247507,3.252,2.8200092,3.252,2.8156044,3.252,2.7969673,3.252,2.8296244,3.252,2.954827
NOLHPZZRUJOXDQ-UHFFFAOYSA-N,2.79,2.8270762,2.79,2.8170424,2.79,2.8175206,2.79,2.7970028,2.79,2.8224428,2.79,2.851061
HQLDWRMNDVIRND-UHFFFAOYSA-N,2.967,2.8264687,2.967,2.8122969,2.967,2.8168726,2.967,2.796994,2.967,2.824724,2.967,2.8424392
NIULRDNVWOOSEM-UHFFFAOYSA-N,2.366,2.8253307,2.366,2.8173976,2.366,2.8161623,2.366,2.7970085,2.366,2.8292353,2.366,2.897857
KBODPAALJKLZAZ-UHFFFAOYSA-N,2.62,2.8210728,2.62,2.8141835,2.62,2.8169491,2.62,2.7970178,2.62,2.82034,2.62,2.8590677
LWEPFFGJMOHCLF-UHFFFAOYSA-N,3.235,2.8159087,3.235,2.8150105,3.235,2.8172061,3.235,2.797035,3.235,2.815915,3.235,2.8215456
ASAOQNYHTWQQRB-UHFFFAOYSA-N,3.208,2.8238354,3.208,2.816635,3.208,2.8149035,3.208,2.7970216,3.208,2.8278348,3.208,2.7788787
OGTHPFDIHSTENZ-UHFFFAOYSA-N,2.479,2.8250797,2.479,2.8138573,2.479,2.8163242,2.479,2.7970111,2.479,2.8241453,2.479,2.8101034
GYDLXOCSDWBWRI-UHFFFAOYSA-N,3.277,2.8243947,3.277,2.8179405,3.277,2.8158705,3.277,2.7970464,3.277,2.8256729,3.277,2.8790624
KMTDLJPMNZQYKZ-UHFFFAOYSA-N,3.299,2.815754,3.299,2.8193674,3.299,2.8125045,3.299,2.7970204,3.299,2.8251994,3.299,2.8032413
JTDMFEXEKITODJ-GMXNEKCESA-N,3.016,2.8252099,3.016,2.8148618,3.016,2.8177786,3.016,2.7970047,3.016,2.8258917,3.016,3.069456
KSGZWCVBKBVBLM-UHFFFAOYSA-N,2.829,2.8242743,2.829,2.8147068,2.829,2.8156524,2.829,2.7970371,2.829,2.8300457,2.829,2.8961296
QUGTTYNBIWDHGI-LLFTUHTRSA-N,2.572,2.8193238,2.572,2.816255,2.572,2.8150716,2.572,2.7969604,2.572,2.8253891,2.572,2.802371
ZUZHLKNYUJPXRQ-UHFFFAOYSA-N,3.189,2.8250086,3.189,2.8158362,3.189,2.8156035,3.189,2.7970324,3.189,2.824002,3.189,3.0376647
DZGJMEKAGAXYOU-UHFFFAOYSA-N,2.912,2.824099,2.912,2.8162296,2.912,2.8155208,2.912,2.7970157,2.912,2.8267274,2.912,2.7205458
SBPQMQGONLZOKW-WHQPAHRZSA-N,2.552,2.8253343,2.552,2.8177366,2.552,2.8150666,2.552,2.7970214,2.552,2.826052,2.552,2.9526565
WKSSVQVPMZGKCX-MLVPLSERSA-N,2.672,2.8252912,2.672,2.8192134,2.672,2.814955,2.672,2.796994,2.672,2.8219943,2.672,2.8040354
VIXWEIZJCNLFGP-RLZCSYPLSA-N,2.333,2.8254964,2.333,2.8177943,2.333,2.816321,2.333,2.797022,2.333,2.8234892,2.333,3.0583248
UFSLKMLCRUYXNZ-UHFFFAOYSA-N,2.952,2.822828,2.952,2.8156242,2.952,2.814939,2.952,2.796969,2.952,2.825827,2.952,2.730014
KMNNBSFVDHTSMH-AQSBITKKSA-N,2.688,2.8231325,2.688,2.8199215,2.688,2.8149464,2.688,2.7965255,2.688,2.8233716,2.688,2.7393498
BPUYCCQCMHSCGH-UHFFFAOYSA-N,2.635,2.8208911,2.635,2.8189552,2.635,2.813731,2.635,2.7970076,2.635,2.8296998,2.635,2.8305542
YPDYOSJMBUCPNI-SJUSNGENSA-N,2.789,2.829661,2.789,2.8174815,2.789,2.8175232,2.789,2.7970226,2.789,2.8228743,2.789,2.8295796
FTBQMDQTESXYGY-GPSHZAQJSA-N,2.621,2.8302093,2.621,2.8152225,2.621,2.81797,2.621,2.7970054,2.621,2.8259923,2.621,2.826592
MXVCOWXTDJSQKA-UHFFFAOYSA-N,2.443,2.82121,2.443,2.8166611,2.443,2.8157313,2.443,2.7970176,2.443,2.82168,2.443,3.0203454
RELAMURIYBBWRY-UHFFFAOYSA-N,2.794,2.8281415,2.794,2.8146882,2.794,2.8176656,2.794,2.7969797,2.794,2.8257055,2.794,2.8272066
HNZUCOAYPJSDGO-UHFFFAOYSA-N,3.307,2.8276002,3.307,2.8184721,3.307,2.818169,3.307,2.796999,3.307,2.8263388,3.307,2.8593385
RYJWOTAHYGKCHM-UHFFFAOYSA-N,2.022,2.822454,2.022,2.8134506,2.022,2.8148725,2.022,2.797009,2.022,2.827861,2.022,2.7527025
BXPNPWLRHBRJBX-XVTBHWCSSA-N,3.188,2.826241,3.188,2.816613,3.188,2.8166056,3.188,2.7970104,3.188,2.8255699,3.188,2.8405297
VMXBVMMVVXHQNN-SWVLCHATSA-N,2.389,2.8189683,2.389,2.8157363,2.389,2.8129916,2.389,2.7970166,2.389,2.8233774,2.389,2.7975907
UEEZHHOOMMMXTC-WJMGCSMVSA-N,2.978,2.8263721,2.978,2.8184745,2.978,2.81592,2.978,2.7970178,2.978,2.8251874,2.978,2.859241
DBQRHRSERLWEGT-GJSHPSFESA-N,2.367,2.8229034,2.367,2.8174918,2.367,2.8175201,2.367,2.7970424,2.367,2.823366,2.367,2.8108723
NZBRZRMUVRYXAS-UHFFFAOYSA-N,2.056,2.8267503,2.056,2.8160317,2.056,2.817777,2.056,2.797008,2.056,2.8247044,2.056,2.8288915
KYKJWJIKMUTJPU-UHFFFAOYSA-N,3.339,2.8195648,3.339,2.8238168,3.339,2.8133173,3.339,2.7970114,3.339,2.8238385,3.339,2.822822
KGDUOXKRCPVLCP-ULWFMYAISA-N,2.646,2.816781,2.646,2.8151007,2.646,2.817317,2.646,2.7970104,2.646,2.8227086,2.646,2.811947
HRLUXYBIRAJLNP-UHFFFAOYSA-N,3.196,2.8260365,3.196,2.8190193,3.196,2.813144,3.196,2.7970312,3.196,2.8300421,3.196,2.7357388
WYZYKJUMRSVELU-WYTIRGACSA-N,3.124,2.828025,3.124,2.8222902,3.124,2.8157983,3.124,2.7968044,3.124,2.8230708,3.124,2.8522198
PYUBGNHSZLQHRC-UHFFFAOYSA-N,2.767,2.8208334,2.767,2.8186913,2.767,2.813921,2.767,2.7969978,2.767,2.8263772,2.767,2.858296
JJZNKMBVGVPAJM-UHFFFAOYSA-N,2.755,2.8214445,2.755,2.8154514,2.755,2.8143663,2.755,2.7969916,2.755,2.8279614,2.755,2.7903423
NSLJDGYUZFSBOI-SYIBVQDBSA-N,3.489,2.826607,3.489,2.8166728,3.489,2.8164897,3.489,2.7970016,3.489,2.8337069,3.489,2.9808528
JXSWOKAKHRTEOG-PONZDJLKSA-N,3.202,2.8295493,3.202,2.8181875,3.202,2.815306,3.202,2.797015,3.202,2.8305562,3.202,2.8789976
HBILMTHQWVLONW-UHFFFAOYSA-N,2.336,2.8270648,2.336,2.8185356,2.336,2.8166835,2.336,2.7970269,2.336,2.8260274,2.336,2.8788266
FZASOHGKTOHEHH-UHFFFAOYSA-N,3.249,2.8247476,3.249,2.8167632,3.249,2.8156419,3.249,2.7970228,3.249,2.8239071,3.249,3.0415041
VDEIRWLJGBETDM-FDYQJXFXSA-N,2.721,2.8226092,2.721,2.8154733,2.721,2.815395,2.721,2.796816,2.721,2.823409,2.721,2.7193527
SICJFZCBADRSDB-UHFFFAOYSA-N,2.991,2.8255334,2.991,2.8161685,2.991,2.8160703,2.991,2.7970176,2.991,2.8244948,2.991,2.8447754
LGGAGGFSSUEQOQ-UHFFFAOYSA-N,3.026,2.8291993,3.026,2.8146431,3.026,2.817204,3.026,2.7970147,3.026,2.8264503,3.026,2.811027
QZXVZRUMGBUXAT-UHFFFAOYSA-N,3.391,2.828323,3.391,2.8164103,3.391,2.8173287,3.391,2.7969675,3.391,2.8260155,3.391,2.8457932
WYGBGLAMNVNXPK-UHFFFAOYSA-N,2.772,2.8251402,2.772,2.8185756,2.772,2.8149202,2.772,2.797036,2.772,2.8280053,2.772,2.956841
SXJVKZCVLJIEEQ-FSOLMHTISA-N,3.374,2.8227966,3.374,2.8200865,3.374,2.8158243,3.374,2.7970262,3.374,2.823005,3.374,2.8064253
SZJCXCBIEOQTIB-UHFFFAOYSA-N,2.929,2.8228662,2.929,2.8139422,2.929,2.818252,2.929,2.7969859,2.929,2.8199677,2.929,2.8187487
GEEMYARFWUGOOR-VGQLWJRTSA-N,2.312,2.823557,2.312,2.8162107,2.312,2.816248,2.312,2.7970278,2.312,2.8229373,2.312,2.981886
LLSZDNCMJPPFRI-UHFFFAOYSA-N,3.048,2.830544,3.048,2.8189232,3.048,2.8169696,3.048,2.7969902,3.048,2.820784,3.048,2.9185276
DZTYTMDLAQMMJX-UHFFFAOYSA-N,2.267,2.825172,2.267,2.8152158,2.267,2.8159215,2.267,2.7970033,2.267,2.8228083,2.267,2.8237553
AYDIWJKUNBXQKL-UHFFFAOYSA-N,2.513,2.8253176,2.513,2.817878,2.513,2.8174193,2.513,2.7970116,2.513,2.8258615,2.513,2.9663515
WPYWIYKIKLZDQL-WGKXISSHSA-N,3.053,2.8195357,3.053,2.817268,3.053,2.8147814,3.053,2.7970188,3.053,2.8231878,3.053,2.802907
VWUQYIOPCCVEKD-UHFFFAOYSA-N,3.198,2.817417,3.198,2.8165793,3.198,2.8142583,3.198,2.7970319,3.198,2.8246992,3.198,2.801195
PZWXTECWPKKDRS-UMTBHFSCSA-N,2.71,2.8271785,2.71,2.8160086,2.71,2.816273,2.71,2.7970119,2.71,2.8241377,2.71,2.7867298
DSYRVDGYBKOOKV-UHFFFAOYSA-N,2.24,2.8248947,2.24,2.8180299,2.24,2.815399,2.24,2.7970312,2.24,2.8242633,2.24,2.911781
JUVXRQMJEHDAJA-UHFFFAOYSA-N,2.241,2.8238118,2.241,2.8177438,2.241,2.814809,2.241,2.797019,2.241,2.824278,2.241,2.8140414
IHRCUHOAVNMMLR-UHFFFAOYSA-N,3.124,2.8294892,3.124,2.8200715,3.124,2.8145943,3.124,2.79702,3.124,2.8311846,3.124,2.8853989
VWPHBOZVTAJEFT-DEUXYUTCSA-N,2.137,2.8295536,2.137,2.818508,2.137,2.8154402,2.137,2.7970111,2.137,2.8246229,2.137,2.883687
MELLGVAKLZMICF-GJSHPSFESA-N,2.363,2.827008,2.363,2.8155036,2.363,2.817637,2.363,2.7969863,2.363,2.8253384,2.363,2.7963204
JEVIRGAEMQWHKN-CJEMWQTPSA-N,3.256,2.8162715,3.256,2.8188677,3.256,2.8162503,3.256,2.7970128,3.256,2.8164222,3.256,2.744191
TUCXFRZJEICVTG-SSULHUJASA-N,2.409,2.8260884,2.409,2.8184426,2.409,2.8158717,2.409,2.7969756,2.409,2.824784,2.409,2.8595312
NEIFQKXKOCDFJN-UHFFFAOYSA-N,2.776,2.8202655,2.776,2.8186083,2.776,2.8138092,2.776,2.7970016,2.776,2.8254678,2.776,2.8316495
JQUYLYMHVICIIO-UHFFFAOYSA-N,2.684,2.819912,2.684,2.8163314,2.684,2.813882,2.684,2.7970483,2.684,2.822267,2.684,2.8167596
