,PaiNN_true_ES1,PaiNN_pred_ES1,SchNet_true_ES1,SchNet_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
JYBDXYYLUDQKEE-YFHHLDFSSA-N,2.568,2.8152537,2.568,2.8274205,2.568,2.8222437,2.568,2.8117929,2.568,2.7949867,2.568,2.8068955
WHIKLXAQTURNQJ-WGDLNXRISA-N,3.056,2.8116598,3.056,2.8163946,3.056,2.8141613,3.056,2.811794,3.056,2.8277316,3.056,3.0166097
CUMJAILEAYTPCM-UHFFFAOYSA-N,2.996,2.8102841,2.996,2.802605,2.996,2.8139143,2.996,2.8117933,2.996,2.8125305,2.996,2.8397994
ITFFVPMTXQDLBZ-UHFFFAOYSA-N,2.003,2.818469,2.003,2.824777,2.003,2.8276546,2.003,2.8117938,2.003,2.8134408,2.003,2.8081887
QDCUIJWUBHKZHB-RTAZSIGGSA-N,2.916,2.8109643,2.916,2.8028798,2.916,2.8171632,2.916,2.8117926,2.916,2.8124433,2.916,3.2508988
GZVDWTPRADJWPJ-FMBFATOISA-N,3.205,2.8171337,3.205,2.8232093,3.205,2.8266637,3.205,2.8117957,3.205,2.8191736,3.205,3.0101175
QFLDGZNEIGXVFT-YVDDRFFJSA-N,2.686,2.8135762,2.686,2.816516,2.686,2.8163223,2.686,2.8117929,2.686,2.8328023,2.686,2.9122167
XNSCYCYDVCAJAI-NUJZUDFISA-N,2.388,2.8081932,2.388,2.7619307,2.388,2.8108616,2.388,2.8117924,2.388,2.8197482,2.388,2.5950282
YZBRLWCBGUWRRS-UHFFFAOYSA-N,3.234,2.8020575,3.234,2.8070104,3.234,2.8051705,3.234,2.8117929,3.234,2.8166642,3.234,2.8330147
TUUYXUPVFDVMGH-UHFFFAOYSA-N,3.111,2.8037715,3.111,2.8078368,3.111,2.807957,3.111,2.811793,3.111,2.8144305,3.111,2.756555
DRUFUEWCMOUUAX-LNFACVJZSA-N,2.733,2.8182216,2.733,2.829135,2.733,2.8270464,2.733,2.8117938,2.733,2.808445,2.733,2.907246
MWNZKJQJBPAGHW-UHFFFAOYSA-N,2.871,2.8128905,2.871,2.7893436,2.871,2.8210266,2.871,2.8117936,2.871,2.8351402,2.871,2.886144
YMIDCSDBOIFYDO-UHFFFAOYSA-N,2.898,2.8174155,2.898,2.8068461,2.898,2.8229094,2.898,2.811793,2.898,2.8129585,2.898,2.6645722
WDKQISJFZBOEOP-GCOVVADUSA-N,3.374,2.82199,3.374,2.8190472,3.374,2.8322546,3.374,2.8117938,3.374,2.8028612,3.374,2.915404
OXGHJUXLJYMOLT-UHFFFAOYSA-N,2.565,2.8216887,2.565,2.7933352,2.565,2.8336067,2.565,2.8117945,2.565,2.8062875,2.565,2.8471684
IQACJTREVQQJAI-UHFFFAOYSA-N,2.955,2.8125453,2.955,2.822533,2.955,2.8135626,2.955,2.8117924,2.955,2.8098264,2.955,2.4999979
YKJWMPALAJSXNY-UHFFFAOYSA-N,2.973,2.8217614,2.973,2.8021977,2.973,2.8330996,2.973,2.8117926,2.973,2.819058,2.973,2.8288445
GLKDYYVMDZGDOA-UHFFFAOYSA-N,2.767,2.7926862,2.767,2.7877717,2.767,2.794531,2.767,2.8117929,2.767,2.8178859,2.767,2.8617682
DYWSKVNNTUKCMA-UHFFFAOYSA-N,2.818,2.805275,2.818,2.7825465,2.818,2.8074439,2.818,2.8117929,2.818,2.8130138,2.818,2.8788774
QMHQZADUPKMTDP-FSNNDSBJSA-N,2.826,2.815075,2.826,2.8277223,2.826,2.822041,2.826,2.8117933,2.826,2.8243227,2.826,3.1047986
MBDXACMFBQMSST-UHFFFAOYSA-N,2.871,2.8119016,2.871,2.8273938,2.871,2.815389,2.871,2.811793,2.871,2.8027887,2.871,2.690066
JLQCSKHUJVEDRM-UHFFFAOYSA-N,3.658,2.804741,3.658,2.773301,3.658,2.8036678,3.658,2.8117945,3.658,2.82132,3.658,2.8864348
FMLQTRRNQCXYKQ-ULXMIAEGSA-N,2.816,2.8183055,2.816,2.8314,2.816,2.8277283,2.816,2.8117936,2.816,2.835721,2.816,3.4160292
WALLYFLLVWHWHD-UHFFFAOYSA-N,2.961,2.8195493,2.961,2.7801824,2.961,2.8267746,2.961,2.8117924,2.961,2.816966,2.961,2.8357959
VITIVHRVDIWCKR-UHFFFAOYSA-N,2.684,2.817338,2.684,2.8125505,2.684,2.8258889,2.684,2.8117926,2.684,2.8152022,2.684,2.886287
IVIKRGLSDVXPJA-UHFFFAOYSA-N,2.917,2.8148127,2.917,2.8212972,2.917,2.8236918,2.917,2.8117929,2.917,2.8059068,2.917,2.8734047
WUINCAKAQBGXQK-QACTWMCZSA-N,2.575,2.8149343,2.575,2.8252366,2.575,2.8214295,2.575,2.8117933,2.575,2.8173156,2.575,2.8963065
GXHZWCFUQIJDJF-QMQDBSTPSA-N,2.455,2.81036,2.455,2.8230343,2.455,2.8160548,2.455,2.811793,2.455,2.8095064,2.455,3.2799044
DUAFFSRNDJGLTQ-PJBVBFROSA-N,2.753,2.8152046,2.753,2.819048,2.753,2.8202589,2.753,2.8117948,2.753,2.8212457,2.753,3.2563312
XEVBVWRSIPNRHV-UHFFFAOYSA-N,2.625,2.808321,2.625,2.8179824,2.625,2.8124819,2.625,2.8117933,2.625,2.8141813,2.625,2.807278
KKMRQTHZZJIZIA-NILDPQTJSA-N,3.268,2.8117478,3.268,2.8173833,3.268,2.8158572,3.268,2.8117929,3.268,2.8125355,3.268,2.9863713
XRJNNZLSEBKXGR-JSUGJUAMSA-N,3.135,2.815774,3.135,2.8172698,3.135,2.8213322,3.135,2.8117933,3.135,2.8094177,3.135,3.0853899
XYQVPRKVBGWDGP-ZDVNWIAJSA-N,2.874,2.8174174,2.874,2.8308682,2.874,2.825339,2.874,2.8117933,2.874,2.8236136,2.874,3.3079371
BWQIYCYEBORPCO-UHFFFAOYSA-N,2.627,2.8104634,2.627,2.7577252,2.627,2.8143728,2.627,2.811794,2.627,2.8198543,2.627,2.8802564
UCZFQZRECYUQOB-UHFFFAOYSA-N,3.255,2.8029423,3.255,2.7900693,3.255,2.80578,3.255,2.8117926,3.255,2.8147755,3.255,2.8449252
ULDGCYTXZYXNTM-UHFFFAOYSA-N,3.311,2.8132136,3.311,2.815598,3.311,2.8172646,3.311,2.8117936,3.311,2.8184485,3.311,3.1268067
BMTGAUCDKZVWLY-MBANUJIXSA-N,3.753,2.8108635,3.753,2.8310115,3.753,2.81638,3.753,2.8117929,3.753,2.832771,3.753,3.0089638
PTBGMASMHMPKTJ-UHFFFAOYSA-N,2.797,2.8108897,2.797,2.7848012,2.797,2.81306,2.797,2.8117933,2.797,2.8224635,2.797,2.9095283
NZSDLVLDJIZKFR-GYLGGJJYSA-N,2.927,2.8150115,2.927,2.8137329,2.927,2.824653,2.927,2.8117929,2.927,2.8099673,2.927,3.0346117
ATLKASMQSHXFQZ-UHFFFAOYSA-N,2.953,2.8137112,2.953,2.8172567,2.953,2.8190548,2.953,2.811793,2.953,2.8001194,2.953,2.6920009
QZJKSPOIKIEJPH-UHFFFAOYSA-N,2.686,2.8031974,2.686,2.78591,2.686,2.804541,2.686,2.8117929,2.686,2.827096,2.686,2.848965
KQYYKRPYQYAODD-UUSDDZCZSA-N,3.362,2.8182526,3.362,2.8111458,3.362,2.8264704,3.362,2.8117943,3.362,2.8027873,3.362,2.9557166
DOZDRSCDXODCQY-UHFFFAOYSA-N,2.659,2.812121,2.659,2.8178687,2.659,2.8162065,2.659,2.8117924,2.659,2.8174887,2.659,2.743591
AUGSKCLGTUSLRP-UHFFFAOYSA-N,3.577,2.8009794,3.577,2.8076513,3.577,2.8029218,3.577,2.811793,3.577,2.8262944,3.577,2.9664516
RTHSZCJFFKXCOO-UHFFFAOYSA-N,2.811,2.8130097,2.811,2.8254359,2.811,2.819653,2.811,2.8117948,2.811,2.8171382,2.811,2.959899
UFOFBSOSTGAIRD-UHFFFAOYSA-N,2.754,2.8196664,2.754,2.828664,2.754,2.825973,2.754,2.811793,2.754,2.8126802,2.754,2.84441
FQNDPHGWNLFHQU-LNAZKBDKSA-N,2.39,2.8098776,2.39,2.8156676,2.39,2.8147562,2.39,2.8117933,2.39,2.8103864,2.39,3.0077524
ZHMDLOXHBGOFOC-UHFFFAOYSA-N,2.972,2.8016949,2.972,2.7922573,2.972,2.8044093,2.972,2.8117929,2.972,2.8106027,2.972,2.693387
QQSCRQDNCNRCKT-UHFFFAOYSA-N,2.686,2.8109283,2.686,2.7914584,2.686,2.814738,2.686,2.811793,2.686,2.8214571,2.686,2.9205499
BHWSROKUEYRELX-UHFFFAOYSA-N,2.867,2.8110867,2.867,2.8241026,2.867,2.8139596,2.867,2.8117926,2.867,2.8156648,2.867,2.9387724
JPPJEVOMBKNJEJ-GIHVWHSNSA-N,2.86,2.8116486,2.86,2.8134823,2.86,2.8165984,2.86,2.811793,2.86,2.8062065,2.86,3.1168838
ISFDTCTXZOKKOI-YYQXRFKUSA-N,2.95,2.8167758,2.95,2.8259864,2.95,2.8246677,2.95,2.811794,2.95,2.8181896,2.95,2.8692896
SDEZYOIHBPLPOC-UHFFFAOYSA-N,2.611,2.8218427,2.611,2.812115,2.611,2.8307767,2.611,2.8117921,2.611,2.817274,2.611,2.7142894
QVGUEBJYKKCPQX-GCMLOWJNSA-N,2.77,2.8126652,2.77,2.8042665,2.77,2.8203046,2.77,2.811793,2.77,2.8035233,2.77,3.0395072
QUKBOQRXZOMGRU-FZDVSRPBSA-N,3.037,2.8136754,3.037,2.8134983,3.037,2.820584,3.037,2.8117943,3.037,2.8167825,3.037,2.8195353
OKJKCZUTOSMVDH-TWONTIFPSA-N,2.506,2.819765,2.506,2.824448,2.506,2.8300793,2.506,2.8117936,2.506,2.8159494,2.506,3.089355
TWPUBDONTFVOKK-UHFFFAOYSA-N,2.02,2.8160317,2.02,2.8229272,2.02,2.8227105,2.02,2.8117933,2.02,2.8214078,2.02,2.9851623
HKILMEBLCQRYOP-NNRGRWLXSA-N,2.989,2.813012,2.989,2.825481,2.989,2.8189473,2.989,2.811795,2.989,2.8244078,2.989,3.171939
YONIKNYTMWQRFU-UHFFFAOYSA-N,2.888,2.822628,2.888,2.8156638,2.888,2.8336642,2.888,2.8117933,2.888,2.8175666,2.888,2.8907635
TVODGCMZSYIIQE-UHFFFAOYSA-N,3.382,2.8108783,3.382,2.8026154,3.382,2.813087,3.382,2.811793,3.382,2.8218775,3.382,2.873154
GRPWQWYVVQWZDW-TVKVFUEDSA-N,2.809,2.814577,2.809,2.8073018,2.809,2.8197722,2.809,2.811793,2.809,2.8244867,2.809,2.919777
BOKXUYZAVGNYDV-UHFFFAOYSA-N,2.767,2.8129652,2.767,2.5969362,2.767,2.8194077,2.767,2.8117929,2.767,2.8215032,2.767,2.5554945
IWJNRXQDKNNWCU-DYNASSECSA-N,3.08,2.813688,3.08,2.8224282,3.08,2.819362,3.08,2.811793,3.08,2.81895,3.08,3.1536744
HSBIQAJIXXFXHP-UHFFFAOYSA-N,2.459,2.8176277,2.459,2.835033,2.459,2.8289075,2.459,2.8117924,2.459,2.8176055,2.459,2.8828402
DJPNIZDWTWJBNF-DEYQJDKRSA-N,2.233,2.8161874,2.233,2.8235652,2.233,2.8242292,2.233,2.8117929,2.233,2.8155694,2.233,2.8837821
WHVWZZUBGCTZNH-AXQNGDMOSA-N,2.681,2.8147674,2.681,2.797866,2.681,2.8208325,2.681,2.8117929,2.681,2.8183205,2.681,3.2722127
GSTAKISMWAYPHZ-WRPPCOEXSA-N,2.599,2.815444,2.599,2.8074155,2.599,2.8221228,2.599,2.8117929,2.599,2.811924,2.599,3.153207
ZGOVYALVERJMQF-UHFFFAOYSA-N,2.834,2.8162081,2.834,2.8189933,2.834,2.8211255,2.834,2.8117933,2.834,2.8139205,2.834,2.9197884
YBIFBLSGOOOHLK-UHFFFAOYSA-N,3.547,2.80017,3.547,2.8064814,3.547,2.8054118,3.547,2.8117929,3.547,2.8234806,3.547,2.8129034
ULTYLBYVZFUKDQ-UHFFFAOYSA-N,2.864,2.7930613,2.864,2.770979,2.864,2.7981174,2.864,2.8117924,2.864,2.8173285,2.864,2.8413599
PDOZLGKZLVLVMK-UHFFFAOYSA-N,2.486,2.8197484,2.486,2.8188066,2.486,2.8315043,2.486,2.8117929,2.486,2.8213964,2.486,2.90007
DRGSFPXCFNLBHB-HZTVMEOHSA-N,2.727,2.8155441,2.727,2.8028095,2.727,2.8206737,2.727,2.8117929,2.727,2.8174617,2.727,2.7637947
NIUFUIANIPMBSU-FSECTJEISA-N,2.91,2.8025415,2.91,2.818974,2.91,2.8062541,2.91,2.8117945,2.91,2.8212242,2.91,2.9690888
YQRGNWYKHXWZPO-UODXMUSUSA-N,3.078,2.814346,3.078,2.8146083,3.078,2.820184,3.078,2.811793,3.078,2.8166418,3.078,2.9255798
LFVPPIKOLYQSJW-NXURCQBISA-N,2.293,2.8209584,2.293,2.8219168,2.293,2.8320487,2.293,2.8117933,2.293,2.8252192,2.293,3.126568
IMGBPTSIWZPGEI-CZCGJFDISA-N,3.034,2.817575,3.034,2.8263638,3.034,2.8242214,3.034,2.8117936,3.034,2.7901058,3.034,3.3947499
ZWXFXIZBIZQNGB-HJPONACVSA-N,2.638,2.8134904,2.638,2.8034704,2.638,2.817264,2.638,2.8117938,2.638,2.8207965,2.638,2.9282153
BXUMGTQMRCTAIX-UHFFFAOYSA-N,2.506,2.8142416,2.506,2.7302153,2.506,2.821346,2.506,2.8117929,2.506,2.8127022,2.506,2.743953
PHUYYHHVZNBUSP-UHFFFAOYSA-N,3.232,2.8049548,3.232,2.809762,3.232,2.808032,3.232,2.8117929,3.232,2.818788,3.232,2.9040904
WGDXPVDPESYTTQ-AQSKDTPDSA-N,2.772,2.8170981,2.772,2.830328,2.772,2.8263948,2.772,2.8117926,2.772,2.8192282,2.772,3.4331756
MYHDMIXESZMUAF-UHFFFAOYSA-N,2.657,2.8217258,2.657,2.8293552,2.657,2.8355281,2.657,2.8117936,2.657,2.8068733,2.657,2.8858395
BWMUIZLEPZDTQI-IQPIQXHISA-N,3.158,2.813295,3.158,2.8147616,3.158,2.8193607,3.158,2.811793,3.158,2.8097792,3.158,3.0867233
HTRHVXXAGVDSBL-UHFFFAOYSA-N,2.935,2.7989872,2.935,2.7963054,2.935,2.8024304,2.935,2.8117929,2.935,2.8231435,2.935,3.14569
OAGWQIHFJSFYGQ-UHFFFAOYSA-N,3.093,2.7900412,3.093,2.8267372,3.093,2.7990084,3.093,2.8117926,3.093,2.8195248,3.093,2.906488
VWSRAKJWHSMSGG-VKAVBVKOSA-N,2.567,2.7915754,2.567,2.7988586,2.567,2.7986524,2.567,2.8117924,2.567,2.8205495,2.567,2.5050488
HIFIPYSUGLNIJZ-FDKJUCSVSA-N,2.99,2.8172073,2.99,2.8291337,2.99,2.8293593,2.99,2.8117926,2.99,2.815548,2.99,3.1420393
JRXXYGOTDKVSFJ-UHFFFAOYSA-N,2.677,2.8085003,2.677,2.7964442,2.677,2.8120625,2.677,2.8117936,2.677,2.8181708,2.677,2.8977745
RYORUKZOAAAXKV-UHFFFAOYSA-N,2.484,2.8129406,2.484,2.7884624,2.484,2.8175135,2.484,2.811793,2.484,2.8127294,2.484,2.8314822
SRYYSQSXHZMIDT-NMYOJVENSA-N,2.905,2.817511,2.905,2.826984,2.905,2.8241596,2.905,2.8117933,2.905,2.8252778,2.905,3.6278703
WBHPXDJNFHURGK-UHVKGMENSA-N,2.012,2.8143597,2.012,2.8238952,2.012,2.8191574,2.012,2.8117926,2.012,2.810937,2.012,2.893567
XLTFJHUMDAOJPP-UHFFFAOYSA-N,3.604,2.810502,3.604,2.7910285,3.604,2.8148174,3.604,2.811793,3.604,2.8118877,3.604,2.8527317
FOTRDOHLLHMDIU-UHFFFAOYSA-N,3.268,2.7994628,3.268,2.7799816,3.268,2.8018942,3.268,2.8117926,3.268,2.8111207,3.268,2.7481847
JREHPNTWXQCECG-UHFFFAOYSA-N,2.494,2.8128533,2.494,2.820471,2.494,2.8172798,2.494,2.8117926,2.494,2.804873,2.494,2.86736
CZZRAZLOHMIUOC-GRIHSIAFSA-N,2.924,2.8132982,2.924,2.820238,2.924,2.8207874,2.924,2.8117929,2.924,2.8029923,2.924,3.1585433
ZTNLWESHPFONRS-FWRAAAHFSA-N,2.588,2.8069024,2.588,2.8105812,2.588,2.8083436,2.588,2.8117929,2.588,2.8198726,2.588,2.9383094
SEBPLSHIADDUSB-JKISBZMSSA-N,2.866,2.8206806,2.866,2.8266928,2.866,2.8312635,2.866,2.811793,2.866,2.822381,2.866,2.986224
DSBHPAHLZFTKLI-UHFFFAOYSA-N,2.398,2.8195727,2.398,2.8218122,2.398,2.827977,2.398,2.8117929,2.398,2.8093464,2.398,2.7565057
BUCQVBYGYVGTAG-MNQNVOJESA-N,3.081,2.8166065,3.081,2.822543,3.081,2.823798,3.081,2.8117938,3.081,2.8276832,3.081,2.9294767
KADKOXUVSOWUGI-PWLHBGRCSA-N,2.719,2.8158653,2.719,2.8235672,2.719,2.825658,2.719,2.8117945,2.719,2.8106174,2.719,2.9397411
LKHWYSPPMLMYSS-MSJSEGLNSA-N,3.285,2.806475,3.285,2.8139658,3.285,2.81407,3.285,2.8117924,3.285,2.8153503,3.285,2.8812118
HPKJCDVWPJPMDB-ICYHQFPTSA-N,2.502,2.8072298,2.502,2.8244333,2.502,2.8104491,2.502,2.8117948,2.502,2.8179777,2.502,2.9555335
CNPQAWIOMKVYFS-ADRSHWTGSA-N,2.765,2.8178291,2.765,2.826724,2.765,2.827597,2.765,2.811793,2.765,2.819078,2.765,3.3119335
IMKBNLVWEHTDLD-UHFFFAOYSA-N,2.641,2.801537,2.641,2.8063676,2.641,2.8016071,2.641,2.8117929,2.641,2.8243196,2.641,2.8799536
FUIWDKIWDZPPIQ-UHFFFAOYSA-N,2.894,2.8124845,2.894,2.777891,2.894,2.8173482,2.894,2.8117933,2.894,2.8187242,2.894,2.9334857
YZYWOJZRLTXFRS-UHFFFAOYSA-N,2.919,2.8186762,2.919,2.8230896,2.919,2.8272562,2.919,2.8117936,2.919,2.8257713,2.919,2.9521437
SZUMSBJJUWSGPS-OHUYPAJKSA-N,2.937,2.816668,2.937,2.7951288,2.937,2.8220315,2.937,2.8117943,2.937,2.8078287,2.937,2.8551402
ANAGMLBAYIGMTH-RIPUDILESA-N,2.677,2.8179402,2.677,2.8274217,2.677,2.827609,2.677,2.8117929,2.677,2.805719,2.677,2.9268682
JZONEWAFHMJTHV-FWBIGOINSA-N,2.735,2.8190193,2.735,2.8026605,2.735,2.8267472,2.735,2.811793,2.735,2.807289,2.735,2.856686
LYBOPIIKWDTUMM-UHFFFAOYSA-N,2.967,2.8106718,2.967,2.7968426,2.967,2.8116872,2.967,2.8117933,2.967,2.81831,2.967,2.9174688
SVGMVCXSYWDQSO-UHFFFAOYSA-N,2.375,2.8061562,2.375,2.818304,2.375,2.8200295,2.375,2.8117974,2.375,2.8185987,2.375,2.829837
AXKKCNZAJILYRS-UHFFFAOYSA-N,3.124,2.8194785,3.124,2.8222623,3.124,2.8279154,3.124,2.8117924,3.124,2.8234544,3.124,2.571303
NGFFZGZKRWZAMF-UHFFFAOYSA-N,2.95,2.8084269,2.95,2.7796876,2.95,2.8100727,2.95,2.8117933,2.95,2.8123908,2.95,2.766623
JGSCQRXQJXFVFW-RVYHGGAWSA-N,3.128,2.8101,3.128,2.784772,3.128,2.8130662,3.128,2.8117926,3.128,2.790969,3.128,3.0998144
OCTAHYOVXAKLCW-UHFFFAOYSA-N,2.768,2.8129282,2.768,2.8123739,2.768,2.8198946,2.768,2.8117936,2.768,2.8334677,2.768,2.8850398
FKURWFHPIUCETL-OFTFAVIYSA-N,2.708,2.8096209,2.708,2.8101912,2.708,2.8166928,2.708,2.811793,2.708,2.8138893,2.708,2.8226218
QZGONHLBWFXSQR-ALOHASELSA-N,2.391,2.8193212,2.391,2.7654638,2.391,2.8279026,2.391,2.8117933,2.391,2.8015747,2.391,3.1662483
HHWHALVRQHXNAX-HMLDNMNSSA-N,3.178,2.8184128,3.178,2.8245373,3.178,2.8265464,3.178,2.8117933,3.178,2.806402,3.178,2.8496578
HBZWMWZBHYAETC-TVQHJXKVSA-N,3.151,2.809371,3.151,2.8262494,3.151,2.8127828,3.151,2.8117929,3.151,2.8199453,3.151,3.1952658
DIRVSFDYNLRROL-RONXGIQNSA-N,3.149,2.813581,3.149,2.824932,3.149,2.8224692,3.149,2.8117933,3.149,2.8082933,3.149,3.033343
DABYPRMRBVGRNT-QGOMTROZSA-N,2.923,2.8149767,2.923,2.8257673,2.923,2.82336,2.923,2.8117929,2.923,2.806406,2.923,2.9099874
PPZWVYZAMATVKM-UHFFFAOYSA-N,2.221,2.8049953,2.221,2.8062124,2.221,2.808889,2.221,2.8117929,2.221,2.812111,2.221,2.7370217
WSZDRXGTARASED-PBMFCMBGSA-N,3.233,2.8113759,3.233,2.8281555,3.233,2.815308,3.233,2.8117929,3.233,2.8174531,3.233,2.681356
VQNVQOGMRKETKB-UHFFFAOYSA-N,2.648,2.7996647,2.648,2.8049989,2.648,2.8068564,2.648,2.8117929,2.648,2.8104343,2.648,2.8703399
ZWEWAMREXMBXOP-RHLQXERGSA-N,2.515,2.8201594,2.515,2.8273823,2.515,2.8303325,2.515,2.8117938,2.515,2.8027344,2.515,2.849829
QIEIGQLNFLBMRX-UHFFFAOYSA-N,2.789,2.8174243,2.789,2.8069532,2.789,2.8243165,2.789,2.811795,2.789,2.8105686,2.789,2.7096741
YMUSAVYNPIPGGN-UHFFFAOYSA-N,2.387,2.8089476,2.387,2.8291142,2.387,2.8125112,2.387,2.811793,2.387,2.8176107,2.387,2.7410293
BXWIHGMJQPHLLH-UHFFFAOYSA-N,2.68,2.7962024,2.68,2.8198276,2.68,2.8017106,2.68,2.811793,2.68,2.8185358,2.68,2.761748
QPWKCRFLJJNLGP-YKLCXBGOSA-N,3.011,2.8113563,3.011,2.818827,3.011,2.8165717,3.011,2.8117926,3.011,2.8095832,3.011,3.1513672
HEDQMELAFYDQMS-ZHBMURDNSA-N,3.262,2.819761,3.262,2.819394,3.262,2.8283892,3.262,2.811793,3.262,2.807581,3.262,2.9121194
BLNCZLBLDMOZII-UHFFFAOYSA-N,3.454,2.8071322,3.454,2.797186,3.454,2.8111324,3.454,2.8117929,3.454,2.8253403,3.454,2.8541703
UPTXNOBSZXSXIH-KPNTZHQCSA-N,3.121,2.8209229,3.121,2.799027,3.121,2.827072,3.121,2.811793,3.121,2.8168879,3.121,3.257552
CLFFCNAUYYVCIG-UHFFFAOYSA-N,3.168,2.8137355,3.168,2.7940617,3.168,2.8178992,3.168,2.8117936,3.168,2.8151953,3.168,2.9042664
GKLDMHXEQWNGTQ-ARGCBZNHSA-N,2.849,2.8187137,2.849,2.8238313,2.849,2.829505,2.849,2.8117936,2.849,2.8215737,2.849,2.9421883
KFLVQUWECZHVJS-UHFFFAOYSA-N,3.288,2.809122,3.288,2.7791939,3.288,2.8084102,3.288,2.811793,3.288,2.8294158,3.288,2.9379866
GKBLJDQEEVCYLB-UHFFFAOYSA-N,2.657,2.810298,2.657,2.8262508,2.657,2.8141277,2.657,2.8117929,2.657,2.8133624,2.657,2.940296
DZQCJIODDPCOKM-ANACAIHOSA-N,2.878,2.8186488,2.878,2.8258767,2.878,2.829223,2.878,2.811793,2.878,2.7922091,2.878,2.9183817
ASJKAOZRUSNQPU-UHFFFAOYSA-N,2.118,2.8080437,2.118,2.7689025,2.118,2.814576,2.118,2.811793,2.118,2.8167017,2.118,2.9073858
FHTFKKOIRZOYJD-UHFFFAOYSA-N,3.208,2.809167,3.208,2.8040626,3.208,2.811632,3.208,2.811793,3.208,2.8152583,3.208,2.8932378
QGXJKAQNESLXIY-UHFFFAOYSA-N,3.049,2.8091397,3.049,2.7789488,3.049,2.81118,3.049,2.8117933,3.049,2.8144207,3.049,2.8738995
BPLWBOOZRYANJB-MEJQTXDZSA-N,2.317,2.8166132,2.317,2.7669368,2.317,2.823387,2.317,2.8117957,2.317,2.8070836,2.317,3.1967392
IPRFKJJSWFLWPV-KCZYCGJJSA-N,2.621,2.806913,2.621,2.8177705,2.621,2.8133464,2.621,2.8117933,2.621,2.8038557,2.621,2.891942
CXBPYYKHFLBIPV-UHFFFAOYSA-N,3.168,2.8054452,3.168,2.7964096,3.168,2.8083248,3.168,2.8117929,3.168,2.8107939,3.168,2.8364925
KFAWILAEFBGUGB-UHFFFAOYSA-N,3.471,2.8055067,3.471,2.8050501,3.471,2.810229,3.471,2.811793,3.471,2.800078,3.471,2.810283
OPQRPCLPBRBDPT-PJHQIYPFSA-N,2.615,2.818039,2.615,2.797617,2.615,2.8237157,2.615,2.811793,2.615,2.809486,2.615,3.179658
QNGVNPZGPMUMBL-UHFFFAOYSA-N,2.379,2.8220634,2.379,2.8145406,2.379,2.8325422,2.379,2.811793,2.379,2.8127165,2.379,2.9270604
SFSXHXPVFHATBJ-CRKOEVGVSA-N,2.837,2.8040156,2.837,2.833983,2.837,2.809138,2.837,2.8117929,2.837,2.822422,2.837,3.0060174
OHBKBVCUVYHGAF-UHFFFAOYSA-N,2.702,2.8115735,2.702,2.800101,2.702,2.8168895,2.702,2.8117938,2.702,2.8079748,2.702,2.845515
HVUSHNGDDPSQAV-RGWQSIPHSA-N,2.792,2.81805,2.792,2.8312097,2.792,2.8278487,2.792,2.811793,2.792,2.8195622,2.792,3.3332784
VSRJTXGOCSLUPH-LVEJXTSKSA-N,2.76,2.8171387,2.76,2.8144367,2.76,2.8254743,2.76,2.811793,2.76,2.8280454,2.76,3.1912444
YBMYCVDQIGIRIJ-UHFFFAOYSA-N,3.043,2.7988596,3.043,2.8262322,3.043,2.8046005,3.043,2.8117945,3.043,2.8173785,3.043,2.7951293
UQPPKDLESWTPMP-UHFFFAOYSA-N,2.191,2.8125103,2.191,2.8059008,2.191,2.8177652,2.191,2.8117933,2.191,2.822585,2.191,2.8518703
VVFFPLYVJQLDMZ-UHFFFAOYSA-N,2.92,2.8218055,2.92,2.8211772,2.92,2.8335478,2.92,2.8117938,2.92,2.818884,2.92,2.8977146
QYRBAEGLFUDOMZ-UHFFFAOYSA-N,2.45,2.8108203,2.45,2.8220837,2.45,2.8174841,2.45,2.811793,2.45,2.814571,2.45,2.9119508
NADHWHSQGAINEG-UHFFFAOYSA-N,2.63,2.8235197,2.63,2.8127797,2.63,2.8335657,2.63,2.8117926,2.63,2.8170853,2.63,2.9185755
BLGATCIULKAWMC-XKWWPXSDSA-N,3.114,2.8159542,3.114,2.8282268,3.114,2.822861,3.114,2.8117933,3.114,2.8194523,3.114,3.6975048
KWAXTEFLTCQWGT-XHBAFBCKSA-N,3.127,2.8168128,3.127,2.830678,3.127,2.8237402,3.127,2.8117933,3.127,2.8341672,3.127,3.394596
ROYFQRGMCJQCED-CJTDBVELSA-N,2.667,2.7944043,2.667,2.8027554,2.667,2.8048413,2.667,2.8117924,2.667,2.8187168,2.667,3.1003983
XNCOZDZVXXVJIA-UHFFFAOYSA-N,3.134,2.8085542,3.134,2.7935328,3.134,2.8121414,3.134,2.8117938,3.134,2.8119416,3.134,2.8567243
WJIZHXHZPYHBFP-RFIZMQFRSA-N,3.419,2.8161354,3.419,2.8250139,3.419,2.8247733,3.419,2.8117952,3.419,2.818789,3.419,2.7079744
XZDONWSDRQGZGL-UHFFFAOYSA-N,2.458,2.809804,2.458,2.8048763,2.458,2.810826,2.458,2.811793,2.458,2.8199515,2.458,2.874137
