,PaiNN_true_ES1,PaiNN_pred_ES1,SchNet_true_ES1,SchNet_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
FXVVEEKJVIIOKT-RODHXAHZSA-N,2.577,2.821825,2.577,2.8050365,2.577,2.8046815,2.577,2.7998478,2.577,2.8039062,2.577,2.8211477
GSGSIUGGTRARFS-CHSRVYTFSA-N,3.462,2.8143873,3.462,2.81059,3.462,2.808952,3.462,2.7998471,3.462,2.7773278,3.462,2.753354
ZFNKIKIWUJSHQQ-KWQVAVEISA-N,3.164,2.8169103,3.164,2.8086755,3.164,2.8070476,3.164,2.7998488,3.164,2.788437,3.164,2.6738365
XOZXGYUTSOTODY-BGMILDDJSA-N,2.533,2.820065,2.533,2.8131611,2.533,2.8110528,2.533,2.799854,2.533,2.6819801,2.533,2.8103461
DHRWEPCEBREWJV-AGXWPYSQSA-N,2.26,2.8141172,2.26,2.8137548,2.26,2.805908,2.26,2.7998517,2.26,2.6772585,2.26,2.8076715
KNSYCUJAJQVABD-BQIMNVTISA-N,2.526,2.8343544,2.526,2.8149784,2.526,2.8033733,2.526,2.7998562,2.526,2.9208894,2.526,2.8132758
KBMHDIBCTYFGPP-XXOJPTJMSA-N,2.641,2.8192403,2.641,2.818343,2.641,2.8081656,2.641,2.7998502,2.641,2.7429595,2.641,2.7984836
YGZIHLYBAKYMAC-KTHUGQTCSA-N,2.749,2.815126,2.749,2.8114376,2.749,2.8096538,2.749,2.7998502,2.749,2.8327782,2.749,2.7696748
MHAQWGFZVGBFAA-VWKWSRHDSA-N,2.994,2.822315,2.994,2.8154538,2.994,2.8066697,2.994,2.7998514,2.994,2.844499,2.994,2.8402784
DVOQMVFVXXFBOE-BDQLZKRKSA-N,3.581,2.8205242,3.581,2.8175185,3.581,2.8072002,3.581,2.7998524,3.581,2.7869666,3.581,2.8355696
HOHJEHVKPZJMCR-HRYSFISOSA-N,2.736,2.8022363,2.736,2.8107905,2.736,2.811015,2.736,2.7998538,2.736,2.7347429,2.736,2.7817624
YFDSLMBDKXGMBO-GEMAZJDGSA-N,2.837,2.8185854,2.837,2.8142884,2.837,2.809909,2.837,2.799857,2.837,2.6694386,2.837,2.7958663
QGEDFWLUOJCICK-NJNWQDHISA-N,3.029,2.8109632,3.029,2.8048,3.029,2.8107789,3.029,2.7998462,3.029,2.8024657,3.029,2.7358105
CYWUOJLNBZAPOZ-OMKMEFIOSA-N,3.141,2.819282,3.141,2.8150942,3.141,2.8071969,3.141,2.7998588,3.141,2.6727216,3.141,2.756842
WLSCKSZBPMDXPH-NXYMZWDSSA-N,2.765,2.8134563,2.765,2.8131008,2.765,2.8070862,2.765,2.7998562,2.765,2.706181,2.765,2.8709323
ZKEOPDXOCOHZDO-UVLLTXLESA-N,2.87,2.8053687,2.87,2.814705,2.87,2.8083324,2.87,2.7998502,2.87,2.842904,2.87,2.7526383
JVXOEQKMBIWRPV-GASAJGFWSA-N,2.604,2.811218,2.604,2.813681,2.604,2.8099186,2.604,2.7998543,2.604,2.7898014,2.604,2.8918886
SSUYHKCNWAHTPV-ZXOLTZMZSA-N,3.269,2.8119578,3.269,2.813483,3.269,2.8087416,3.269,2.7998555,3.269,2.6554322,3.269,2.6793065
NPGSBECJOFFNFK-FFKGLWRNSA-N,2.542,2.8340147,2.542,2.8158803,2.542,2.808331,2.542,2.7998505,2.542,2.813838,2.542,2.8656437
UTLLAWHMOCZTMU-CHUAQYSMSA-N,3.391,2.8225608,3.391,2.811879,3.391,2.8070726,3.391,2.799852,3.391,2.739255,3.391,2.6690075
HXVSMRNMXPWRSF-JFULWDODSA-N,2.672,2.8214138,2.672,2.8139963,2.672,2.8039153,2.672,2.7998617,2.672,2.5737355,2.672,2.6846418
LHBXIFAEYGKHRB-STPVDLDSSA-N,2.484,2.808043,2.484,2.8104525,2.484,2.8087041,2.484,2.7998557,2.484,2.8136396,2.484,2.7502615
QSQCORFAZFWLJR-BTLSSOAESA-N,2.72,2.7982523,2.72,2.8068037,2.72,2.8099253,2.72,2.7998514,2.72,2.7638202,2.72,2.6608057
TWKLIBQARGLBFT-CXVMZADYSA-N,3.338,2.8178265,3.338,2.8130147,3.338,2.8079295,3.338,2.7998505,3.338,2.8035123,3.338,2.848769
JRATUHIPXUKASJ-UHIZKJEFSA-N,2.531,2.820401,2.531,2.8075802,2.531,2.8053937,2.531,2.799848,2.531,2.7415252,2.531,2.8046374
PGNOHYQRHGVYAG-FGWFVORYSA-N,2.671,2.8138585,2.671,2.8045895,2.671,2.8099935,2.671,2.799847,2.671,2.768172,2.671,2.7802532
SCZHCOVWEINTDS-BIKKEBSBSA-N,2.902,2.81812,2.902,2.8148105,2.902,2.8062499,2.902,2.7998536,2.902,2.8268185,2.902,2.8224053
ROWUZCROCWCNAV-FFBZQZNHSA-N,2.613,2.8181384,2.613,2.8138716,2.613,2.809036,2.613,2.799853,2.613,2.7767448,2.613,2.7146568
KLXVLASVNREFQK-MLIDUPLWSA-N,2.294,2.8086278,2.294,2.811206,2.294,2.809715,2.294,2.7998548,2.294,2.7849638,2.294,2.6439397
CXOYCMDINKDMBO-HIWRWHBISA-N,2.914,2.8226695,2.914,2.815427,2.914,2.8041599,2.914,2.7998536,2.914,2.6816473,2.914,2.690448
OAUSHEOIUUSNII-ZRKACRBASA-N,2.855,2.8160598,2.855,2.8143778,2.855,2.8072464,2.855,2.7998552,2.855,2.7612026,2.855,2.7321453
TUOBAXTXDLAWON-FAIMFYPYSA-N,3.52,2.8215363,3.52,2.8140576,3.52,2.8032284,3.52,2.7998579,3.52,2.6148832,3.52,2.7790315
KYVJTESLEICHLO-JMFPDMHVSA-N,2.97,2.8178205,2.97,2.8133743,2.97,2.8058739,2.97,2.7998514,2.97,2.826331,2.97,2.7736394
ZSERHOPQUKIONQ-PSBVQNNLSA-N,2.586,2.8320408,2.586,2.8130548,2.586,2.8086002,2.586,2.7998574,2.586,2.6489074,2.586,2.8686833
DJDMNBCQLSEYBF-FABQOPTDSA-N,3.249,2.826802,3.249,2.8158681,3.249,2.8041039,3.249,2.7998533,3.249,2.727292,3.249,2.8010237
ROHBSHJKKDTWNO-PTAAJGDUSA-N,2.529,2.8164651,2.529,2.8130796,2.529,2.8042102,2.529,2.7998552,2.529,2.60554,2.529,2.8195393
MUBIKZRJGJVWEY-DMWKKASYSA-N,2.254,2.8199177,2.254,2.814045,2.254,2.8061836,2.254,2.799859,2.254,2.7557502,2.254,2.8081648
QNEPQRSOHJDUMJ-OGSBCZQPSA-N,2.47,2.822937,2.47,2.8113518,2.47,2.806483,2.47,2.7998528,2.47,2.6861234,2.47,2.876493
DWPYNLCILMSXLW-NOPDUFPGSA-N,2.73,2.8271804,2.73,2.813843,2.73,2.8043149,2.73,2.7998564,2.73,2.6842146,2.73,2.7578735
ANPOVQZRJIKCDR-FKNUQGHBSA-N,2.653,2.819579,2.653,2.8132217,2.653,2.8054416,2.653,2.7998533,2.653,2.7044303,2.653,2.805545
QWRANBZUFJIRTC-AUMMYWAVSA-N,2.616,2.824672,2.616,2.8131356,2.616,2.8049207,2.616,2.7998562,2.616,2.7140737,2.616,2.7735066
ITFLROLADIVWTP-JFKWYNMBSA-N,2.418,2.804536,2.418,2.8085134,2.418,2.809985,2.418,2.7998507,2.418,2.8839927,2.418,2.759292
TWKLTFZOKPNLDY-NLUHHIIYSA-N,2.835,2.8235552,2.835,2.813064,2.835,2.8050737,2.835,2.7998543,2.835,2.7835066,2.835,2.7236063
RUWVMYODSGLDML-NOPSJMJPSA-N,2.304,2.8162937,2.304,2.8126569,2.304,2.8051407,2.304,2.7998521,2.304,2.7322667,2.304,2.790952
XGBDWHCVJSVVID-XIXOVOEFSA-N,2.274,2.8251994,2.274,2.8130112,2.274,2.8050218,2.274,2.7998583,2.274,2.7326562,2.274,2.7472558
ANZOFVINRGBYFE-KDHRXPGNSA-N,2.985,2.8108892,2.985,2.804698,2.985,2.8102338,2.985,2.7998464,2.985,2.8377478,2.985,2.7360678
UIGPMVZEYLANPN-RKJHCGSOSA-N,3.428,2.824688,3.428,2.8149595,3.428,2.8080084,3.428,2.7998536,3.428,2.7000499,3.428,2.759662
CWALZWWVOGSBOI-BEOJPUPJSA-N,2.386,2.8145165,2.386,2.812995,2.386,2.8046024,2.386,2.7998564,2.386,2.5545201,2.386,2.7821732
NOTVWXFTDLKMQO-DBHCUZOVSA-N,2.845,2.8107996,2.845,2.812228,2.845,2.810248,2.845,2.7998533,2.845,2.6579454,2.845,2.69367
CYFBLJZLPXEPBW-RQXXSLPSSA-N,2.954,2.810808,2.954,2.8049564,2.954,2.810695,2.954,2.799846,2.954,2.8311007,2.954,2.812233
KGCADPYKVCDYIR-VWBSPMBSSA-N,2.88,2.8198323,2.88,2.8140624,2.88,2.8060806,2.88,2.7998574,2.88,2.7566605,2.88,2.8714433
JGQWPULYVDQHSL-PHWBZBMYSA-N,3.015,2.8164365,3.015,2.8141894,3.015,2.8052304,3.015,2.7998571,3.015,2.705866,3.015,2.8284488
RTQSVZXWWRUGKT-KDHRXPGNSA-N,2.579,2.8110743,2.579,2.808361,2.579,2.8111248,2.579,2.7998497,2.579,2.7583046,2.579,2.7363276
LBSCRDCLJNMNDI-UXEWRYLXSA-N,3.363,2.820359,3.363,2.809213,3.363,2.803132,3.363,2.7998517,3.363,2.651336,3.363,2.6850364
JLRZSKPXZAOKBI-PNMAVNIVSA-N,2.88,2.8218849,2.88,2.8116112,2.88,2.809502,2.88,2.7998548,2.88,2.631085,2.88,2.8002765
IVSZKHNJGURSNR-XGVNROAZSA-N,2.815,2.8164394,2.815,2.81475,2.815,2.8088336,2.815,2.799854,2.815,2.6835475,2.815,2.8078225
CSDHPRLGPSMXDZ-DUVPLLCASA-N,3.215,2.8177145,3.215,2.81048,3.215,2.8070753,3.215,2.7998517,3.215,2.7126615,3.215,2.835238
LWUVTIJDUAAAJI-CXPAJFSZSA-N,2.542,2.8163066,2.542,2.8066635,2.542,2.8102534,2.542,2.7998507,2.542,2.7248707,2.542,2.7884088
AOOPODZSKJXZQZ-AKNRDKPYSA-N,3.353,2.8190987,3.353,2.8080595,3.353,2.8071005,3.353,2.7998538,3.353,2.6519797,3.353,2.8171477
SQMOLKYSKRKSMV-PZUSPJSTSA-N,3.053,2.8211625,3.053,2.8122249,3.053,2.804031,3.053,2.7998526,3.053,2.6866748,3.053,2.8519344
DHKAKCRBFWMZBH-AEVGBRMKSA-N,2.26,2.822883,2.26,2.806592,2.26,2.805352,2.26,2.7998517,2.26,2.7515292,2.26,2.8187625
QKYNAXHDAUYOQP-OWJFSFLBSA-N,2.963,2.810982,2.963,2.8117502,2.963,2.806456,2.963,2.7998536,2.963,2.894732,2.963,2.8212087
GZQSKDRQLDTSNP-SAFXAFNWSA-N,2.234,2.8196244,2.234,2.812173,2.234,2.8068326,2.234,2.7998497,2.234,2.8652735,2.234,2.7619436
QBIIEADRCYQSDJ-IIPSGKBCSA-N,2.598,2.8197165,2.598,2.8099363,2.598,2.8052614,2.598,2.7998507,2.598,2.7573745,2.598,2.8390028
PJRGDMMRIIYRCK-FYWWRJMISA-N,2.739,2.820801,2.739,2.81007,2.739,2.8042185,2.739,2.799854,2.739,2.6644454,2.739,2.850464
NAOSPMMJWAHNAF-VHFSBPNMSA-N,3.29,2.809137,3.29,2.805821,3.29,2.8083563,3.29,2.799845,3.29,2.7752647,3.29,2.802649
XSWSHXSCTBMOMT-CBRJURKLSA-N,2.575,2.8145375,2.575,2.810471,2.575,2.8109403,2.575,2.7998474,2.575,2.740202,2.575,2.8145308
XGRQETOGKWOPTI-FDILTLGMSA-N,3.265,2.813477,3.265,2.8135917,3.265,2.8081074,3.265,2.7998548,3.265,2.699722,3.265,2.7411609
WUSQXAAIDFTLBJ-LQKURTRISA-N,2.438,2.8214011,2.438,2.81337,2.438,2.8042235,2.438,2.7998514,2.438,2.6919308,2.438,2.807579
ZMHMBACGPDQJHQ-NAZNPCGKSA-N,3.21,2.8193746,3.21,2.8140612,3.21,2.8035126,3.21,2.7998562,3.21,2.8842459,3.21,2.686606
VQHLSWXEBOGERP-OHSLDDHESA-N,3.293,2.8218606,3.293,2.8154502,3.293,2.8054261,3.293,2.7998552,3.293,2.6768346,3.293,2.7741482
OGSNYDNEILMGBZ-FIBBNNLESA-N,3.311,2.8312001,3.311,2.811772,3.311,2.803045,3.311,2.7998552,3.311,2.73551,3.311,2.790829
KZRAZRZLXCRADB-OLPGYVLBSA-N,2.487,2.8358483,2.487,2.8165028,2.487,2.8067017,2.487,2.7998574,2.487,2.6995823,2.487,2.8669293
RNEHLMOYYDAZOH-COOFCEJJSA-N,3.128,2.8253381,3.128,2.8116033,3.128,2.8079412,3.128,2.799857,3.128,2.7599118,3.128,2.823697
PGTICRXTHUGXGO-YWUYWOFESA-N,2.947,2.8126097,2.947,2.8141916,2.947,2.8085938,2.947,2.7998562,2.947,2.6663344,2.947,2.892685
QVUWTTXWOVDLRD-KDHRXPGNSA-N,2.346,2.810213,2.346,2.8019936,2.346,2.8098035,2.346,2.7998452,2.346,2.796909,2.346,2.7641346
NRAOBRVIJUQFHK-LUASTHDYSA-N,2.688,2.8247845,2.688,2.813804,2.688,2.804789,2.688,2.799851,2.688,2.8439531,2.688,2.8028765
JHTMYWPWRHAQHX-NVWXQQQRSA-N,3.328,2.815522,3.328,2.8148608,3.328,2.8070583,3.328,2.7998557,3.328,2.6732092,3.328,2.8171296
RCEWNOGKIXSKHN-WJUIDDSLSA-N,3.402,2.8182247,3.402,2.8115392,3.402,2.8043644,3.402,2.7998602,3.402,2.587052,3.402,2.6061025
RIDKADTYFRYXIW-KXVFHBAHSA-N,2.805,2.815419,2.805,2.814489,2.805,2.805723,2.805,2.7998545,2.805,2.6902277,2.805,2.779963
RZYHPTHYJPQOEJ-BQIMNVTISA-N,3.088,2.8219295,3.088,2.8110278,3.088,2.8055785,3.088,2.799847,3.088,2.7966511,3.088,2.8263268
VEYOLNXFYKRWQH-DEBNVXLLSA-N,2.806,2.8217163,2.806,2.8110528,2.806,2.8057868,2.806,2.79985,2.806,2.7482014,2.806,2.828351
IQCAPLHMMIKUHG-SMTPHOFSSA-N,2.666,2.8129787,2.666,2.8141773,2.666,2.8112626,2.666,2.7998505,2.666,2.7294686,2.666,2.784237
OHHONLPILGXCRB-GVCIXVEESA-N,2.267,2.816042,2.267,2.8117795,2.267,2.806322,2.267,2.799858,2.267,2.8353655,2.267,2.7811599
RLYHQOCJGOECPG-LYPOLOHLSA-N,2.557,2.814431,2.557,2.8125648,2.557,2.806509,2.557,2.799856,2.557,2.6714036,2.557,2.7584238
MAFUCRIYOMVVMN-RZEUADNESA-N,2.268,2.8167267,2.268,2.8114479,2.268,2.8088608,2.268,2.7998538,2.268,2.8386965,2.268,2.736514
LVPLLRHNQXCUOC-XUVFYVSCSA-N,3.0,2.8267965,3.0,2.8144994,3.0,2.804779,3.0,2.799851,3.0,2.659465,3.0,2.7937555
DEJGRLRRXBVZTF-VHFSBPNMSA-N,2.767,2.809238,2.767,2.8059528,2.767,2.8084621,2.767,2.7998466,2.767,2.8367734,2.767,2.8125355
QNXVVUKLQZJSFP-NUHYFELTSA-N,2.352,2.8222828,2.352,2.8139672,2.352,2.8067725,2.352,2.7998545,2.352,2.4179797,2.352,2.7844508
YITNQLGJAVGCDZ-YCSMOHQSSA-N,2.931,2.8111725,2.931,2.8044996,2.931,2.811188,2.931,2.799848,2.931,2.8557515,2.931,2.8217402
SYIAOGPREWKPEI-AEVGBRMKSA-N,2.726,2.8210113,2.726,2.8109038,2.726,2.8044715,2.726,2.7998548,2.726,2.6716783,2.726,2.8851378
IYQXKNPYNHGVNH-TZRCHIKKSA-N,2.813,2.810214,2.813,2.805455,2.813,2.810844,2.813,2.7998464,2.813,2.7624118,2.813,2.7963579
DUCZOJRFNQOFSX-LRMJBZGNSA-N,3.33,2.822463,3.33,2.8114495,3.33,2.8073206,3.33,2.7998545,3.33,2.8461902,3.33,2.920612
SXMKACLXUITBQB-UKIVNFPFSA-N,2.622,2.8162663,2.622,2.8133204,2.622,2.8041441,2.622,2.7998528,2.622,2.8061583,2.622,2.7616193
PYBZNWPFLPENOW-BLRRXWCLSA-N,2.887,2.8177955,2.887,2.8123648,2.887,2.8034515,2.887,2.7998567,2.887,2.726584,2.887,2.752441
QTJIYFKOHDBHIT-XFEUYYMJSA-N,2.824,2.827383,2.824,2.8112218,2.824,2.8063765,2.824,2.7998538,2.824,2.5828724,2.824,2.752462
BZMSCJSMFAPSFI-ZHGRGAAWSA-N,2.951,2.8095202,2.951,2.812204,2.951,2.8075194,2.951,2.7998533,2.951,2.76796,2.951,2.8288388
SFILXDYSNWWMDD-IBOFTBPZSA-N,3.029,2.8353431,3.029,2.8153038,3.029,2.8040183,3.029,2.7998538,3.029,2.7130198,3.029,2.788589
WVLJTFQZDAGARS-GKNFWFERSA-N,2.85,2.8194535,2.85,2.8134778,2.85,2.8033073,2.85,2.799853,2.85,2.6147768,2.85,2.6771705
RMLQFWYRFBRWMR-BHDVFGRKSA-N,3.174,2.8232975,3.174,2.8136158,3.174,2.8071418,3.174,2.7998567,3.174,2.4463222,3.174,2.8918757
HLCKJKDOMBVJCZ-DTASFGGXSA-N,2.916,2.818586,2.916,2.8128893,2.916,2.8080313,2.916,2.7998514,2.916,2.6600199,2.916,2.819103
BXMWVRWOHOISNL-YOLBTLFFSA-N,3.182,2.8245406,3.182,2.815627,3.182,2.8076997,3.182,2.799857,3.182,2.6787357,3.182,2.7417324
RWYDZWLKAABOIZ-AEVGBRMKSA-N,2.846,2.8143783,2.846,2.8079727,2.846,2.8068938,2.846,2.7998495,2.846,2.7659879,2.846,2.7965007
ZEPULMWQQWLTSJ-IXXPCKSZSA-N,2.756,2.8282473,2.756,2.81148,2.756,2.8066492,2.756,2.7998588,2.756,2.4753091,2.756,2.800915
BFBRCHAYRKJAAZ-PNQUVVCRSA-N,2.963,2.827635,2.963,2.8142605,2.963,2.802684,2.963,2.7998614,2.963,2.7197592,2.963,2.8053987
ZIDIICUGTUEHIY-YSJJGJCUSA-N,2.673,2.8148236,2.673,2.8118289,2.673,2.803608,2.673,2.7998586,2.673,2.7780156,2.673,2.7974288
GJVAFUIDIBAXRT-BYDMSBDESA-N,2.382,2.8148375,2.382,2.8132503,2.382,2.8054442,2.382,2.7998514,2.382,2.7928963,2.382,2.8624437
RFZSYZQKJVNTOX-IBCMQJPXSA-N,2.638,2.8118203,2.638,2.8134673,2.638,2.8084269,2.638,2.7998538,2.638,2.7758005,2.638,2.8545809
DJIYTPHVVPJMLX-FUSGEDHXSA-N,2.222,2.8147643,2.222,2.8117166,2.222,2.806445,2.222,2.7998521,2.222,2.7550824,2.222,2.714017
GGQVJTISHLOCKM-KTWJHJFYSA-N,2.712,2.8140757,2.712,2.8113937,2.712,2.8045843,2.712,2.7998607,2.712,2.7602973,2.712,2.7682695
KSTBOBXRWBIROD-XQMHBYHTSA-N,3.283,2.8101504,3.283,2.8152373,3.283,2.8087623,3.283,2.799852,3.283,2.6822286,3.283,2.7188547
DUWLHLLHOLQSGF-DCCHCWHHSA-N,2.628,2.8138747,2.628,2.8104415,2.628,2.811438,2.628,2.799848,2.628,2.7988431,2.628,2.8226159
RZIXBMPXPISCDJ-WBFBQHAKSA-N,3.225,2.8294978,3.225,2.8144152,3.225,2.808704,3.225,2.7998502,3.225,2.681604,3.225,2.822615
HCHNIXAHKDICQP-QEQQSIKZSA-N,2.452,2.8170805,2.452,2.8091555,2.452,2.808327,2.452,2.7998464,2.452,2.7880652,2.452,2.820361
MPJJRHSZTMLAJK-RBWYEQHESA-N,2.842,2.8138874,2.842,2.8139105,2.842,2.8072577,2.842,2.7998528,2.842,2.7419589,2.842,2.774895
CDRXJXZXEAIWFI-WCRKGUFQSA-N,2.848,2.8083403,2.848,2.8123994,2.848,2.8100863,2.848,2.7998471,2.848,2.7974443,2.848,2.789005
IZNDFOYINNFROL-KVLYFZCPSA-N,3.038,2.814305,3.038,2.8126256,3.038,2.805047,3.038,2.7998583,3.038,2.6581125,3.038,2.7871342
GJLBTXFRGUOSCP-QHTHOUCHSA-N,2.683,2.8254757,2.683,2.811431,2.683,2.8076956,2.683,2.7998548,2.683,2.8340359,2.683,2.8711858
UTSQWYGCIMCACF-ORYDSYBTSA-N,3.331,2.8294032,3.331,2.8127353,3.331,2.803686,3.331,2.7998497,3.331,2.7666826,3.331,2.7576256
JUUXSWMTYIEWFL-LEEFCJJLSA-N,2.504,2.8263347,2.504,2.8137708,2.504,2.806122,2.504,2.7998629,2.504,2.7581224,2.504,2.7638283
AVLYIXBPFJEQKA-PMCRKUBMSA-N,3.354,2.8133872,3.354,2.813703,3.354,2.8055897,3.354,2.7998545,3.354,2.6607423,3.354,2.7700841
NRJZRDYKNOILBQ-RODHXAHZSA-N,3.271,2.8110924,3.271,2.8056889,3.271,2.8078916,3.271,2.7998464,3.271,2.7584248,3.271,2.799835
UFCDWMPAGUWVRL-SVGIKVQFSA-N,2.186,2.8095775,2.186,2.8122027,2.186,2.8081772,2.186,2.7998507,2.186,2.705914,2.186,2.8150027
ASABVFCBXOYIGI-OXMYTKTLSA-N,2.786,2.8183258,2.786,2.8156002,2.786,2.8065674,2.786,2.7998543,2.786,2.7631955,2.786,2.8163254
IHCULPNSQPXJHG-PLZVVHRNSA-N,3.366,2.805097,3.366,2.8085625,3.366,2.8077872,3.366,2.799852,3.366,2.6691039,3.366,2.804079
HLYIATZYJJJDLV-PONZDJLKSA-N,2.865,2.8142543,2.865,2.8127532,2.865,2.8047347,2.865,2.799854,2.865,2.73821,2.865,2.7451181
PBUCKVMYJVCGAY-XSDSRYSDSA-N,2.682,2.8159125,2.682,2.8135638,2.682,2.8094776,2.682,2.799853,2.682,2.8523884,2.682,2.7118056
JGTYJZWDRXZBBX-JLQKYAJGSA-N,2.433,2.8197958,2.433,2.8137653,2.433,2.80621,2.433,2.7998538,2.433,2.7663374,2.433,2.8877459
VOJDAHILHLXUMW-MTKFGGACSA-N,3.199,2.8224216,3.199,2.8132138,3.199,2.803706,3.199,2.7998552,3.199,2.763276,3.199,2.8217874
CXIKWFXRPFVKMD-DDIRKRKVSA-N,2.799,2.8255184,2.799,2.8115964,2.799,2.8037815,2.799,2.7998593,2.799,2.4390209,2.799,2.8547778
XEHBMIOCIJSTJG-IJGKWYBRSA-N,2.733,2.81856,2.733,2.8140554,2.733,2.8062246,2.733,2.7998579,2.733,2.6748507,2.733,2.799431
ORKQNCVOVKCVJW-NKCFAPMDSA-N,2.5,2.8270538,2.5,2.8146122,2.5,2.8077538,2.5,2.7998557,2.5,2.6648285,2.5,2.710862
QRWCFKKNHPSTEY-AVMIDQKASA-N,2.952,2.8184397,2.952,2.8117845,2.952,2.8107905,2.952,2.799858,2.952,2.66366,2.952,2.7429476
YRQMLCSEHFYLJW-NBYCKJLVSA-N,2.339,2.822393,2.339,2.8073907,2.339,2.8048294,2.339,2.7998505,2.339,2.721785,2.339,2.8351703
OIAPLASXEQVBEX-PTEHHBOZSA-N,2.581,2.8301349,2.581,2.8127713,2.581,2.803141,2.581,2.79985,2.581,2.7157774,2.581,2.7812862
NMAQYFKCJRZMFK-GNJVXIHXSA-N,2.93,2.8178225,2.93,2.8143592,2.93,2.805539,2.93,2.7998571,2.93,2.7066529,2.93,2.8895128
GOEBZDKTOBRZME-NZUHCZHHSA-N,2.755,2.8230426,2.755,2.8153903,2.755,2.8038661,2.755,2.7998524,2.755,2.677687,2.755,2.7747393
NPSGFOZQZUHMIM-CKMYRVPXSA-N,2.988,2.806196,2.988,2.8078768,2.988,2.8061788,2.988,2.7998512,2.988,2.676109,2.988,2.8571732
HLXXGPVMCQPDDA-QGOMTROZSA-N,2.882,2.8143883,2.882,2.8104343,2.882,2.8089528,2.882,2.7998502,2.882,2.8679273,2.882,2.7652805
FQWBTXWSBOKZSX-CMMWJBTLSA-N,2.701,2.821878,2.701,2.8103895,2.701,2.8082168,2.701,2.7998514,2.701,2.716729,2.701,2.7993276
CWYHOXUULOIXLR-GPPUSNFZSA-N,2.921,2.8186347,2.921,2.8123398,2.921,2.8058152,2.921,2.7998528,2.921,2.7808118,2.921,2.862341
RVZJBDCVBJVYNF-VGJJROAVSA-N,2.789,2.7971654,2.789,2.8088706,2.789,2.8080168,2.789,2.7998528,2.789,2.7257931,2.789,2.7211678
HKBUQRMZGFAPAW-CVHOOSAJSA-N,3.32,2.819826,3.32,2.813843,3.32,2.805647,3.32,2.7998548,3.32,2.8189034,3.32,2.768302
SHWKEEFNXMGBPW-ODQASSKESA-N,3.045,2.8135157,3.045,2.8127441,3.045,2.8051548,3.045,2.79985,3.045,2.6503055,3.045,2.7389956
HXTMYNQXXDJGSK-ALQBTCKLSA-N,2.537,2.818857,2.537,2.8118525,2.537,2.8097098,2.537,2.7998478,2.537,2.8468823,2.537,2.8566341
CBPWDFBPKSQPRD-KMUKQRDJSA-N,2.786,2.8149986,2.786,2.8027368,2.786,2.8074858,2.786,2.7998452,2.786,2.8500926,2.786,2.7880807
KNEGSERSRVRQQA-SJUSNGENSA-N,2.491,2.804014,2.491,2.807857,2.491,2.8094554,2.491,2.7998505,2.491,2.8245087,2.491,2.7728653
SPWYHULUFQDIOU-GTYSUSSSSA-N,2.798,2.8032155,2.798,2.807289,2.798,2.8097138,2.798,2.7998474,2.798,2.8132083,2.798,2.7793188
PXNQXRUVVXTQEY-ACXHZZMFSA-N,2.173,2.8189974,2.173,2.8136559,2.173,2.8031921,2.173,2.7998548,2.173,2.8105848,2.173,2.7738955
FGHFZUWHJXEYFO-MIXUXINWSA-N,2.92,2.81806,2.92,2.813366,2.92,2.802838,2.92,2.7998557,2.92,2.7346413,2.92,2.859079
ZUBWBNZUQZEHDO-PTEHHBOZSA-N,2.867,2.8201814,2.867,2.8131254,2.867,2.8033686,2.867,2.7998517,2.867,2.7231705,2.867,2.7561557
RXKWTWIYMCFPDW-XFDYYPNTSA-N,2.537,2.8267672,2.537,2.8147511,2.537,2.8060415,2.537,2.799853,2.537,2.6246417,2.537,2.8422391
AHDJHTTTYQVTGB-IRECXSHYSA-N,3.066,2.815535,3.066,2.8120894,3.066,2.807999,3.066,2.7998502,3.066,2.737797,3.066,2.8335402
MFIBPAGTZFCZBW-OQHDRHACSA-N,2.775,2.818549,2.775,2.8122776,2.775,2.8082817,2.775,2.799848,2.775,2.762009,2.775,2.8253798
OXAINPWPCYZZAZ-OQHDRHACSA-N,3.387,2.8197334,3.387,2.8121176,3.387,2.8077748,3.387,2.7998495,3.387,2.8076043,3.387,2.833687
AREVCSNGNJQBKD-YKSKESAKSA-N,2.78,2.8110008,2.78,2.8146348,2.78,2.8098714,2.78,2.7998545,2.78,2.7724156,2.78,2.7236922
XXCYOLJYXBEGNS-WCWJCQKVSA-N,3.01,2.8204095,3.01,2.813514,3.01,2.8054433,3.01,2.799858,3.01,2.7159402,3.01,2.8318164
NNQGVKWGICAOLD-NTPKGXGASA-N,2.874,2.8093536,2.874,2.812032,2.874,2.805575,2.874,2.7998538,2.874,2.6144536,2.874,2.722858
CHQJQNJNWKFYPQ-XKEUZUKWSA-N,2.515,2.8127093,2.515,2.8082502,2.515,2.8075876,2.515,2.7998502,2.515,2.7063138,2.515,2.8352685
GGZMZMDXFUBICE-CULHFBHGSA-N,2.989,2.814722,2.989,2.8148694,2.989,2.8077688,2.989,2.7998524,2.989,2.769148,2.989,2.8161714
AABKKOPTLKXZAE-OBXPLWTPSA-N,3.152,2.8239274,3.152,2.813904,3.152,2.8052244,3.152,2.7998536,3.152,2.7486646,3.152,2.8196948
